Language , Program , Input Size , Package , Core(s) , GPU , DRAM? , Time (sec)
C, cyclesort_100000, 100000, 553.802429 , 292.580017 , 0.198364 , 0.000000 ,  22.8988 
C, heapsort_100000, 100000, 0.385437 , 0.180847 , 0.009644 , 0.000000 ,  0.015513 
C, heapsort_100000, 100000, 0.367065 , 0.192932 , 0.000183 , 0.000000 ,  0.014936 
C, heapsort_100000, 100000, 0.333191 , 0.181274 , 0.000000 , 0.000000 ,  0.012589 
C, heapsort_100000, 100000, 0.325317 , 0.186768 , 0.000000 , 0.000000 ,  0.013248 
C, heapsort_100000, 100000, 0.277466 , 0.099915 , 0.000000 , 0.000000 ,  0.01353 
C, insertionsort_100000, 100000, 23.658936 , 12.665222 , 0.014465 , 0.000000 ,  0.962942 
C, insertionsort_100000, 100000, 23.818237 , 12.877869 , 0.009033 , 0.000000 ,  0.959568 
C, insertionsort_100000, 100000, 23.476318 , 12.590393 , 0.006409 , 0.000000 ,  0.953709 
C, insertionsort_100000, 100000, 23.790283 , 12.853577 , 0.008728 , 0.000000 ,  0.958289 
C, insertionsort_100000, 100000, 24.072693 , 12.979614 , 0.009277 , 0.000000 ,  0.972073 
C, mergesort_100000, 100000, 0.298218 , 0.156372 , 0.000000 , 0.000000 ,  0.011542 
C, mergesort_100000, 100000, 0.271301 , 0.152344 , 0.000000 , 0.000000 ,  0.011363 
C, mergesort_100000, 100000, 0.275452 , 0.154297 , 0.000000 , 0.000000 ,  0.011223 
C, mergesort_100000, 100000, 0.270935 , 0.148865 , 0.000000 , 0.000000 ,  0.011129 
C, mergesort_100000, 100000, 0.277893 , 0.156433 , 0.000000 , 0.000000 ,  0.01119 
C, oddevensort_100000, 100000, 223.716125 , 119.992188 , 0.096558 , 0.000000 ,  9.08673 
C, oddevensort_100000, 100000, 224.744568 , 120.457764 , 0.072937 , 0.000000 ,  9.1419 
C, oddevensort_100000, 100000, 223.535034 , 120.334167 , 0.064758 , 0.000000 ,  9.04976 
C, oddevensort_100000, 100000, 224.767700 , 120.464050 , 0.085205 , 0.000000 ,  9.14099 
C, oddevensort_100000, 100000, 224.691467 , 120.756470 , 0.068115 , 0.000000 ,  9.11466 
C, quicksort_100000, 100000, 0.217834 , 0.117737 , 0.000000 , 0.000000 ,  0.008945 
C, quicksort_100000, 100000, 0.233459 , 0.144104 , 0.001160 , 0.000000 ,  0.00972 
C, quicksort_100000, 100000, 0.312134 , 0.166077 , 0.001343 , 0.000000 ,  0.011666 
C, quicksort_100000, 100000, 0.295044 , 0.160583 , 0.000000 , 0.000000 ,  0.012192 
C, quicksort_100000, 100000, 0.302917 , 0.148438 , 0.000000 , 0.000000 ,  0.014179 
C, selectionsort_100000, 100000, 73.086060 , 39.186523 , 0.040955 , 0.000000 ,  2.97113 
C, selectionsort_100000, 100000, 72.889160 , 39.157288 , 0.025452 , 0.000000 ,  2.95906 
C, selectionsort_100000, 100000, 73.122925 , 39.177917 , 0.023376 , 0.000000 ,  2.97653 
C, selectionsort_100000, 100000, 73.121704 , 39.297241 , 0.030334 , 0.000000 ,  2.96499 
C, selectionsort_100000, 100000, 73.292358 , 39.363586 , 0.025269 , 0.000000 ,  2.97449 
C++, bubblesort_100000, 100000, 573.679688 , 303.826294 , 0.205811 , 0.000000 ,  23.6676 
C++, bubblesort_100000, 100000, 572.107727 , 303.068542 , 0.196289 , 0.000000 ,  23.5933 
C++, bubblesort_100000, 100000, 571.141174 , 302.106384 , 0.211243 , 0.000000 ,  23.5963 
C++, bubblesort_100000, 100000, 573.584229 , 304.223633 , 0.211548 , 0.000000 ,  23.6128 
C++, bubblesort_100000, 100000, 570.417419 , 301.909302 , 0.187195 , 0.000000 ,  23.5361 
C++, cyclesort_100000, 100000, 596.817627 , 315.242310 , 0.208984 , 0.000000 ,  24.6824 
C++, cyclesort_100000, 100000, 593.619080 , 312.828247 , 0.211609 , 0.000000 ,  24.6125 
C++, cyclesort_100000, 100000, 594.741882 , 314.305847 , 0.211243 , 0.000000 ,  24.5825 
C++, cyclesort_100000, 100000, 593.414001 , 313.535950 , 0.192444 , 0.000000 ,  24.5395 
C++, cyclesort_100000, 100000, 592.389160 , 312.176270 , 0.192688 , 0.000000 ,  24.5691 
C++, heapsort_100000, 100000, 0.281921 , 0.133179 , 0.006409 , 0.000000 ,  0.01166 
C++, heapsort_100000, 100000, 0.271423 , 0.143616 , 0.000000 , 0.000000 ,  0.010373 
C++, heapsort_100000, 100000, 0.260254 , 0.130981 , 0.000000 , 0.000000 ,  0.010753 
C++, heapsort_100000, 100000, 0.256042 , 0.112732 , 0.000000 , 0.000000 ,  0.01165 
C++, heapsort_100000, 100000, 0.240906 , 0.102722 , 0.002441 , 0.000000 ,  0.012007 
C++, insertionsort_100000, 100000, 27.905273 , 14.977966 , 0.017456 , 0.000000 ,  1.13202 
C++, insertionsort_100000, 100000, 27.417969 , 14.736206 , 0.006348 , 0.000000 ,  1.11296 
C++, insertionsort_100000, 100000, 28.135681 , 15.086182 , 0.011902 , 0.000000 ,  1.1432 
C++, insertionsort_100000, 100000, 27.963623 , 15.028442 , 0.009216 , 0.000000 ,  1.13267 
C++, insertionsort_100000, 100000, 27.580872 , 14.906189 , 0.010559 , 0.000000 ,  1.1126 
C++, mergesort_100000, 100000, 0.421326 , 0.221741 , 0.000000 , 0.000000 ,  0.016439 
C++, mergesort_100000, 100000, 0.396301 , 0.215210 , 0.000000 , 0.000000 ,  0.016039 
C++, mergesort_100000, 100000, 0.398499 , 0.216919 , 0.000000 , 0.000000 ,  0.015963 
C++, mergesort_100000, 100000, 0.405701 , 0.223694 , 0.000000 , 0.000000 ,  0.016027 
C++, mergesort_100000, 100000, 0.401123 , 0.206360 , 0.000000 , 0.000000 ,  0.016623 
C++, oddevensort_100000, 100000, 226.143005 , 121.366760 , 0.086792 , 0.000000 ,  9.18095 
C++, oddevensort_100000, 100000, 224.711609 , 120.620361 , 0.073242 , 0.000000 ,  9.12523 
C++, oddevensort_100000, 100000, 224.827637 , 120.653076 , 0.073608 , 0.000000 ,  9.13069 
C++, oddevensort_100000, 100000, 225.658081 , 120.950562 , 0.080811 , 0.000000 ,  9.17235 
C++, oddevensort_100000, 100000, 226.589905 , 121.600708 , 0.088928 , 0.000000 ,  9.19565 
C++, quicksort_100000, 100000, 0.241516 , 0.125427 , 0.000000 , 0.000000 ,  0.009916 
C++, quicksort_100000, 100000, 0.247742 , 0.134949 , 0.000000 , 0.000000 ,  0.010307 
C++, quicksort_100000, 100000, 0.221741 , 0.097839 , 0.000000 , 0.000000 ,  0.011152 
C++, quicksort_100000, 100000, 0.222961 , 0.099365 , 0.000000 , 0.000000 ,  0.011184 
C++, quicksort_100000, 100000, 0.222778 , 0.098633 , 0.000000 , 0.000000 ,  0.011062 
C++, selectionsort_100000, 100000, 73.811279 , 40.040222 , 0.041382 , 0.000000 ,  2.95719 
C++, selectionsort_100000, 100000, 72.936462 , 39.131348 , 0.027954 , 0.000000 ,  2.96032 
C++, selectionsort_100000, 100000, 73.287231 , 39.161377 , 0.029785 , 0.000000 ,  2.99172 
C++, selectionsort_100000, 100000, 72.955383 , 39.158325 , 0.023315 , 0.000000 ,  2.96224 
C++, selectionsort_100000, 100000, 72.953491 , 39.304993 , 0.018982 , 0.000000 ,  2.95227 
C#, bubblesort_100000.sh, 100000, 677.715027 , 365.018311 , 0.231018 , 0.000000 ,  27.4242 
C#, bubblesort_100000.sh, 100000, 670.804199 , 360.571594 , 0.220093 , 0.000000 ,  27.2024 
C#, bubblesort_100000.sh, 100000, 670.291809 , 360.402161 , 0.200256 , 0.000000 ,  27.1713 
C#, bubblesort_100000.sh, 100000, 671.264099 , 361.471191 , 0.215332 , 0.000000 ,  27.1534 
C#, bubblesort_100000.sh, 100000, 671.506836 , 361.405884 , 0.230225 , 0.000000 ,  27.1742 
C#, cyclesort_100000.sh, 100000, 976.579468 , 523.562927 , 0.341736 , 0.000000 ,  39.7002 
C#, cyclesort_100000.sh, 100000, 981.128601 , 526.870728 , 0.345337 , 0.000000 ,  39.7989 
C#, cyclesort_100000.sh, 100000, 977.768066 , 524.137329 , 0.313110 , 0.000000 ,  39.7803 
C#, cyclesort_100000.sh, 100000, 975.744934 , 523.711182 , 0.304321 , 0.000000 ,  39.6527 
C#, cyclesort_100000.sh, 100000, 975.226318 , 523.368896 , 0.322998 , 0.000000 ,  39.6365 
C#, heapsort_100000.sh, 100000, 1.126892 , 0.568481 , 0.009338 , 0.000000 ,  0.048236 
C#, heapsort_100000.sh, 100000, 1.312195 , 0.659973 , 0.000000 , 0.000000 ,  0.057195 
C#, heapsort_100000.sh, 100000, 1.008362 , 0.516235 , 0.000000 , 0.000000 ,  0.042908 
C#, heapsort_100000.sh, 100000, 0.923279 , 0.401978 , 0.001465 , 0.000000 ,  0.045703 
C#, heapsort_100000.sh, 100000, 0.954895 , 0.462280 , 0.005615 , 0.000000 ,  0.041534 
C#, insertionsort_100000.sh, 100000, 147.167236 , 79.254028 , 0.054871 , 0.000000 ,  5.95687 
C#, insertionsort_100000.sh, 100000, 146.519592 , 78.953308 , 0.039185 , 0.000000 ,  5.92757 
C#, insertionsort_100000.sh, 100000, 147.068787 , 79.180176 , 0.040894 , 0.000000 ,  5.95792 
C#, insertionsort_100000.sh, 100000, 147.717407 , 79.713379 , 0.052002 , 0.000000 ,  5.96412 
C#, insertionsort_100000.sh, 100000, 147.809937 , 79.692627 , 0.045349 , 0.000000 ,  5.97115 
C#, mergesort_100000.sh, 100000, 1.004395 , 0.537415 , 0.000000 , 0.000000 ,  0.040798 
C#, mergesort_100000.sh, 100000, 1.248657 , 0.589722 , 0.002014 , 0.000000 ,  0.057337 
C#, mergesort_100000.sh, 100000, 1.258362 , 0.655457 , 0.003967 , 0.000000 ,  0.052205 
C#, mergesort_100000.sh, 100000, 0.977112 , 0.456482 , 0.000000 , 0.000000 ,  0.044059 
C#, mergesort_100000.sh, 100000, 0.992737 , 0.538513 , 0.002563 , 0.000000 ,  0.040476 
C#, oddevensort_100000.sh, 100000, 463.724915 , 248.854553 , 0.151855 , 0.000000 ,  18.8458 
C#, oddevensort_100000.sh, 100000, 462.367981 , 248.720337 , 0.150818 , 0.000000 ,  18.7313 
C#, oddevensort_100000.sh, 100000, 461.788391 , 248.540588 , 0.119690 , 0.000000 ,  18.7019 
C#, oddevensort_100000.sh, 100000, 463.485046 , 249.546814 , 0.136597 , 0.000000 ,  18.7605 
C#, oddevensort_100000.sh, 100000, 466.244873 , 251.311951 , 0.148743 , 0.000000 ,  18.8397 
C#, quicksort_100000.sh, 100000, 0.847961 , 0.447144 , 0.000000 , 0.000000 ,  0.034945 
C#, quicksort_100000.sh, 100000, 0.812744 , 0.424500 , 0.002991 , 0.000000 ,  0.034224 
C#, quicksort_100000.sh, 100000, 0.784424 , 0.411255 , 0.000000 , 0.000000 ,  0.033371 
C#, quicksort_100000.sh, 100000, 0.791931 , 0.421753 , 0.000000 , 0.000000 ,  0.033572 
C#, quicksort_100000.sh, 100000, 1.030701 , 0.554810 , 0.000000 , 0.000000 ,  0.043864 
C#, selectionsort_100000.sh, 100000, 171.177063 , 91.796204 , 0.079285 , 0.000000 ,  6.95585 
C#, selectionsort_100000.sh, 100000, 170.122559 , 91.310059 , 0.055664 , 0.000000 ,  6.91002 
C#, selectionsort_100000.sh, 100000, 169.590515 , 91.192078 , 0.049805 , 0.000000 ,  6.87655 
C#, selectionsort_100000.sh, 100000, 170.032166 , 91.381531 , 0.056152 , 0.000000 ,  6.89629 
C#, selectionsort_100000.sh, 100000, 169.575195 , 90.813293 , 0.055725 , 0.000000 ,  6.9057 
Go, bubblesort_100000, 100000, 357.707214 , 191.802002 , 0.120789 , 0.000000 ,  14.5416 
Go, bubblesort_100000, 100000, 356.626099 , 191.410034 , 0.110413 , 0.000000 ,  14.4833 
Go, bubblesort_100000, 100000, 355.847412 , 191.064880 , 0.102844 , 0.000000 ,  14.457 
Go, bubblesort_100000, 100000, 357.391724 , 191.607483 , 0.105347 , 0.000000 ,  14.5411 
Go, bubblesort_100000, 100000, 358.279907 , 192.211182 , 0.120483 , 0.000000 ,  14.5527 
Go, cyclesort_100000, 100000, 547.660522 , 292.659241 , 0.186096 , 0.000000 ,  22.3471 
Go, cyclesort_100000, 100000, 546.900757 , 292.070984 , 0.173035 , 0.000000 ,  22.3341 
Go, cyclesort_100000, 100000, 549.721069 , 293.924988 , 0.185059 , 0.000000 ,  22.4083 
Go, cyclesort_100000, 100000, 545.971741 , 291.674622 , 0.169373 , 0.000000 ,  22.2952 
Go, cyclesort_100000, 100000, 550.283447 , 294.274353 , 0.192566 , 0.000000 ,  22.4242 
Go, heapsort_100000, 100000, 0.372925 , 0.202271 , 0.000000 , 0.000000 ,  0.015121 
Go, heapsort_100000, 100000, 0.389832 , 0.200195 , 0.000000 , 0.000000 ,  0.015164 
Go, heapsort_100000, 100000, 0.362915 , 0.190552 , 0.000000 , 0.000000 ,  0.014811 
Go, heapsort_100000, 100000, 0.377075 , 0.205444 , 0.000000 , 0.000000 ,  0.014768 
Go, heapsort_100000, 100000, 0.480896 , 0.257812 , 0.001038 , 0.000000 ,  0.018673 
Go, insertionsort_100000, 100000, 38.930542 , 20.989197 , 0.030151 , 0.000000 ,  1.57003 
Go, insertionsort_100000, 100000, 39.033569 , 21.024170 , 0.013611 , 0.000000 ,  1.57824 
Go, insertionsort_100000, 100000, 38.751648 , 20.780029 , 0.018555 , 0.000000 ,  1.5724 
Go, insertionsort_100000, 100000, 38.397705 , 20.721619 , 0.005859 , 0.000000 ,  1.5522 
Go, insertionsort_100000, 100000, 38.787842 , 20.873413 , 0.016785 , 0.000000 ,  1.569 
Go, mergesort_100000, 100000, 0.616455 , 0.259155 , 0.009216 , 0.000000 ,  0.028731 
Go, mergesort_100000, 100000, 0.414673 , 0.118469 , 0.000000 , 0.000000 ,  0.025999 
Go, mergesort_100000, 100000, 0.413818 , 0.114258 , 0.000000 , 0.000000 ,  0.025583 
Go, mergesort_100000, 100000, 0.412781 , 0.114563 , 0.000000 , 0.000000 ,  0.025552 
Go, mergesort_100000, 100000, 0.397095 , 0.111206 , 0.000000 , 0.000000 ,  0.025168 
Go, oddevensort_100000, 100000, 0.125977 , 0.034851 , 0.007507 , 0.000000 ,  0.006693 
Go, oddevensort_100000, 100000, 0.080750 , 0.026672 , 0.000793 , 0.000000 ,  0.005521 
Go, oddevensort_100000, 100000, 0.105286 , 0.022400 , 0.000183 , 0.000000 ,  0.006646 
Go, oddevensort_100000, 100000, 0.110291 , 0.029907 , 0.000000 , 0.000000 ,  0.006654 
Go, oddevensort_100000, 100000, 0.125854 , 0.044556 , 0.000000 , 0.000000 ,  0.00679 
Go, quicksort_100000, 100000, 0.393494 , 0.133301 , 0.008728 , 0.000000 ,  0.020377 
Go, quicksort_100000, 100000, 0.379883 , 0.163391 , 0.000000 , 0.000000 ,  0.018971 
Go, quicksort_100000, 100000, 0.320374 , 0.178467 , 0.000000 , 0.000000 ,  0.01349 
Go, quicksort_100000, 100000, 0.348450 , 0.178650 , 0.000000 , 0.000000 ,  0.013316 
Go, quicksort_100000, 100000, 0.288696 , 0.126770 , 0.000000 , 0.000000 ,  0.013957 
Go, selectionsort_100000, 100000, 145.134705 , 77.901978 , 0.070374 , 0.000000 ,  5.88691 
Go, selectionsort_100000, 100000, 144.366882 , 77.631531 , 0.052246 , 0.000000 ,  5.84936 
Go, selectionsort_100000, 100000, 144.708374 , 77.717163 , 0.048401 , 0.000000 ,  5.87132 
Go, selectionsort_100000, 100000, 144.573975 , 77.525574 , 0.047363 , 0.000000 ,  5.87821 
Go, selectionsort_100000, 100000, 144.303406 , 77.549255 , 0.055969 , 0.000000 ,  5.85119 
Haskell, bubblesort_100000, 100000, 0.504578 , 0.099731 , 0.009521 , 0.000000 ,  0.033288 
Haskell, bubblesort_100000, 100000, 0.408875 , 0.062439 , 0.000000 , 0.000000 ,  0.029134 
Haskell, bubblesort_100000, 100000, 0.540894 , 0.186890 , 0.000000 , 0.000000 ,  0.0308 
Haskell, bubblesort_100000, 100000, 0.575562 , 0.280334 , 0.000000 , 0.000000 ,  0.024698 
Haskell, bubblesort_100000, 100000, 0.264771 , 0.094482 , 0.000000 , 0.000000 ,  0.014942 
Haskell, cyclesort_100000, 100000, 5249.009521 , 2798.216064 , 1.650085 , 0.000000 ,  212.246 
Haskell, cyclesort_100000, 100000, 5297.778931 , 2828.648743 , 1.635376 , 0.000000 ,  213.705 
Haskell, cyclesort_100000, 100000, 5313.107605 , 2836.612671 , 1.697327 , 0.000000 ,  214.355 
Haskell, cyclesort_100000, 100000, 5280.158203 , 2819.939087 , 1.662903 , 0.000000 ,  213.025 
Haskell, cyclesort_100000, 100000, 5182.425171 , 2769.761719 , 1.650513 , 0.000000 ,  209.075 
Haskell, heapsort_100000, 100000, 0.271729 , 0.081970 , 0.010193 , 0.000000 ,  0.014793 
Haskell, heapsort_100000, 100000, 0.260925 , 0.020508 , 0.001221 , 0.000000 ,  0.021285 
Haskell, heapsort_100000, 100000, 0.259583 , 0.019104 , 0.000000 , 0.000000 ,  0.020576 
Haskell, heapsort_100000, 100000, 0.247009 , 0.019958 , 0.000000 , 0.000000 ,  0.020695 
Haskell, heapsort_100000, 100000, 0.250732 , 0.021851 , 0.000000 , 0.000000 ,  0.019553 
Haskell, insertionsort_100000, 100000, 0.644409 , 0.149292 , 0.009399 , 0.000000 ,  0.041573 
Haskell, insertionsort_100000, 100000, 0.589722 , 0.299072 , 0.000000 , 0.000000 ,  0.026107 
Haskell, insertionsort_100000, 100000, 0.639954 , 0.324036 , 0.000000 , 0.000000 ,  0.025517 
Haskell, insertionsort_100000, 100000, 0.399414 , 0.098938 , 0.000000 , 0.000000 ,  0.025476 
Haskell, insertionsort_100000, 100000, 0.392151 , 0.093262 , 0.000000 , 0.000000 ,  0.02543 
Haskell, mergesort_100000, 100000, 1.425537 , 0.536255 , 0.009216 , 0.000000 ,  0.07712 
Haskell, mergesort_100000, 100000, 1.934753 , 0.920410 , 0.002380 , 0.000000 ,  0.085064 
Haskell, mergesort_100000, 100000, 1.505188 , 0.782776 , 0.000000 , 0.000000 ,  0.06481 
Haskell, mergesort_100000, 100000, 1.322021 , 0.709595 , 0.000000 , 0.000000 ,  0.054274 
Haskell, mergesort_100000, 100000, 1.503540 , 0.756775 , 0.000000 , 0.000000 ,  0.064478 
Haskell, oddevensort_100000, 100000, 2.122498 , 1.081238 , 0.016357 , 0.000000 ,  0.086422 
Haskell, oddevensort_100000, 100000, 1.370483 , 0.733582 , 0.000000 , 0.000000 ,  0.0543 
Haskell, oddevensort_100000, 100000, 1.456482 , 0.731689 , 0.002747 , 0.000000 ,  0.06448 
Haskell, oddevensort_100000, 100000, 1.560852 , 0.826965 , 0.000000 , 0.000000 ,  0.064474 
Haskell, oddevensort_100000, 100000, 1.812378 , 0.947449 , 0.000000 , 0.000000 ,  0.07515 
Haskell, quicksort_100000, 100000, 0.338684 , 0.147095 , 0.009583 , 0.000000 ,  0.014763 
Haskell, quicksort_100000, 100000, 0.279358 , 0.121216 , 0.001038 , 0.000000 ,  0.014247 
Haskell, quicksort_100000, 100000, 0.266296 , 0.107971 , 0.000000 , 0.000000 ,  0.014347 
Haskell, quicksort_100000, 100000, 0.249878 , 0.078186 , 0.000000 , 0.000000 ,  0.015203 
Haskell, quicksort_100000, 100000, 0.374451 , 0.061646 , 0.000000 , 0.000000 ,  0.026356 
Haskell, selectionsort_100000, 100000, 0.253845 , 0.034973 , 0.008972 , 0.000000 ,  0.017604 
Haskell, selectionsort_100000, 100000, 0.274292 , 0.021729 , 0.000000 , 0.000000 ,  0.021397 
Haskell, selectionsort_100000, 100000, 0.294556 , 0.042725 , 0.000000 , 0.000000 ,  0.021944 
Haskell, selectionsort_100000, 100000, 0.343933 , 0.070007 , 0.000000 , 0.000000 ,  0.024329 
Haskell, selectionsort_100000, 100000, 0.368652 , 0.116089 , 0.000000 , 0.000000 ,  0.021264 
Python, bubblesort_100000.sh, 100000, 10004.372498 , 5382.631714 , 3.170044 , 0.000000 ,  404.062 
Python, bubblesort_100000.sh, 100000, 9830.783020 , 5294.218384 , 3.109375 , 0.000000 ,  396.769 
Python, bubblesort_100000.sh, 100000, 9815.526306 , 5284.765808 , 3.141052 , 0.000000 ,  396.221 
Python, bubblesort_100000.sh, 100000, 9952.659973 , 5353.504089 , 3.055054 , 0.000000 ,  401.858 
Python, bubblesort_100000.sh, 100000, 9841.225952 , -256850.221985 , 3.049255 , 0.000000 ,  397.384 
Python, cyclesort_100000.sh, 100000, 15362.858521 , 8246.355835 , 4.680847 , 0.000000 ,  620.919 
Python, cyclesort_100000.sh, 100000, -246208.104614 , 8557.397461 , 5.154114 , 0.000000 ,  644.223 
Python, cyclesort_100000.sh, 100000, 15769.834595 , 8469.846375 , 5.026367 , 0.000000 ,  637.191 
Python, cyclesort_100000.sh, 100000, 15874.413147 , 8527.205383 , 5.058105 , 0.000000 ,  641.513 
Python, cyclesort_100000.sh, 100000, 15882.849548 , 8532.127686 , 5.135132 , 0.000000 ,  641.937 
Python, heapsort_100000.sh, 100000, 13.369690 , 7.124207 , 0.010254 , 0.000000 ,  0.542357 
Python, heapsort_100000.sh, 100000, 12.526855 , 6.728027 , 0.002258 , 0.000000 ,  0.507307 
Python, heapsort_100000.sh, 100000, 12.289734 , 6.569397 , 0.005127 , 0.000000 ,  0.500437 
Python, heapsort_100000.sh, 100000, 12.268250 , 6.614197 , 0.002747 , 0.000000 ,  0.49397 
Python, heapsort_100000.sh, 100000, 12.141663 , 6.510315 , 0.006409 , 0.000000 ,  0.490954 
Python, insertionsort_100000.sh, 100000, 4333.744141 , 2333.004883 , 1.351135 , 0.000000 ,  175.048 
Python, insertionsort_100000.sh, 100000, 4254.267334 , 2290.154236 , 1.337463 , 0.000000 ,  171.816 
Python, insertionsort_100000.sh, 100000, 4257.249634 , 2291.426636 , 1.332886 , 0.000000 ,  171.96 
Python, insertionsort_100000.sh, 100000, 4264.594238 , 2297.119812 , 1.417603 , 0.000000 ,  172.195 
Python, insertionsort_100000.sh, 100000, 4309.955139 , 2322.384644 , 1.310791 , 0.000000 ,  173.977 
Python, mergesort_100000.sh, 100000, 10.865417 , 5.716309 , 0.012756 , 0.000000 ,  0.447587 
Python, mergesort_100000.sh, 100000, 10.557434 , 5.675537 , 0.003235 , 0.000000 ,  0.42675 
Python, mergesort_100000.sh, 100000, 10.476929 , 5.609619 , 0.002319 , 0.000000 ,  0.424803 
Python, mergesort_100000.sh, 100000, 10.437012 , 5.598694 , 0.006653 , 0.000000 ,  0.421459 
Python, mergesort_100000.sh, 100000, 10.204956 , 5.472839 , 0.000000 , 0.000000 ,  0.412129 
Python, oddevensort_100000.sh, 100000, 11318.863281 , 6072.838684 , 3.594299 , 0.000000 ,  457.409 
Python, oddevensort_100000.sh, 100000, 11018.251099 , 5917.605591 , 3.461304 , 0.000000 ,  444.939 
Python, oddevensort_100000.sh, 100000, 10951.228271 , 5879.373108 , 3.412720 , 0.000000 ,  442.321 
Python, oddevensort_100000.sh, 100000, 11020.121460 , 5918.531372 , 3.531067 , 0.000000 ,  445.099 
Python, oddevensort_100000.sh, 100000, 11120.274353 , 5933.021362 , 6.925964 , 0.000000 ,  449.047 
Python, quicksort_100000.sh, 100000, 9.024353 , 4.778564 , 0.000000 , 0.000000 ,  0.367427 
Python, quicksort_100000.sh, 100000, 8.168274 , 4.332031 , 0.006592 , 0.000000 ,  0.331507 
Python, quicksort_100000.sh, 100000, 8.473450 , 4.523376 , 0.002563 , 0.000000 ,  0.340981 
Python, quicksort_100000.sh, 100000, 8.170471 , 4.313293 , 0.000000 , 0.000000 ,  0.330858 
Python, quicksort_100000.sh, 100000, 8.023560 , 4.265625 , 0.005859 , 0.000000 ,  0.324316 
Python, selectionsort_100000.sh, 100000, 4772.886292 , 2543.588501 , 1.004578 , 0.000000 ,  192.615 
Python, selectionsort_100000.sh, 100000, 4835.032898 , 2581.930603 , 1.090881 , 0.000000 ,  195.245 
Python, selectionsort_100000.sh, 100000, 4713.627869 , 2534.613770 , 1.464661 , 0.000000 ,  190.243 
Python, selectionsort_100000.sh, 100000, 4782.076111 , 2571.335693 , 1.489868 , 0.000000 ,  193.064 
Python, selectionsort_100000.sh, 100000, 4823.245605 , 2589.887634 , 1.544678 , 0.000000 ,  194.894 
Rust, bubblesort_100000, 100000, 398.878174 , 214.411865 , 0.129700 , 0.000000 ,  16.1691 
Rust, bubblesort_100000, 100000, 399.961121 , 214.993713 , 0.135010 , 0.000000 ,  16.2025 
Rust, bubblesort_100000, 100000, 397.077820 , 213.257812 , 0.124512 , 0.000000 ,  16.1107 
Rust, bubblesort_100000, 100000, 398.489868 , 213.321228 , 0.134399 , 0.000000 ,  16.2258 
Rust, bubblesort_100000, 100000, 398.391113 , 213.797852 , 0.128540 , 0.000000 ,  16.1726 
Rust, cyclesort_100000, 100000, 94.764832 , 51.051819 , 0.037659 , 0.000000 ,  3.82801 
Rust, cyclesort_100000, 100000, 94.759827 , 51.058411 , 0.031372 , 0.000000 ,  3.82875 
Rust, cyclesort_100000, 100000, 94.660767 , 51.033813 , 0.028442 , 0.000000 ,  3.82319 
Rust, cyclesort_100000, 100000, 95.005981 , 51.196594 , 0.028748 , 0.000000 ,  3.84157 
Rust, cyclesort_100000, 100000, 95.161743 , 51.302246 , 0.021545 , 0.000000 ,  3.8445 
Rust, heapsort_100000, 100000, 0.423096 , 0.216858 , 0.010437 , 0.000000 ,  0.016861 
Rust, heapsort_100000, 100000, 0.495361 , 0.258728 , 0.001221 , 0.000000 ,  0.020191 
Rust, heapsort_100000, 100000, 0.464966 , 0.250610 , 0.000000 , 0.000000 ,  0.020749 
Rust, heapsort_100000, 100000, 0.563416 , 0.294800 , 0.000000 , 0.000000 ,  0.020999 
Rust, heapsort_100000, 100000, 0.499878 , 0.276489 , 0.000000 , 0.000000 ,  0.020001 
Rust, insertionsort_100000, 100000, 48.368042 , 26.023254 , 0.033997 , 0.000000 ,  1.95562 
Rust, insertionsort_100000, 100000, 48.753906 , 26.150085 , 0.019775 , 0.000000 ,  1.97978 
Rust, insertionsort_100000, 100000, 48.363098 , 25.840515 , 0.021606 , 0.000000 ,  1.97235 
Rust, insertionsort_100000, 100000, 48.481018 , 26.023926 , 0.016968 , 0.000000 ,  1.96678 
Rust, insertionsort_100000, 100000, 48.421265 , 25.991516 , 0.016052 , 0.000000 ,  1.96617 
Rust, mergesort_100000, 100000, 0.393311 , 0.210083 , 0.000000 , 0.000000 ,  0.01595 
Rust, mergesort_100000, 100000, 0.358093 , 0.190735 , 0.000000 , 0.000000 ,  0.015225 
Rust, mergesort_100000, 100000, 0.346741 , 0.176880 , 0.000000 , 0.000000 ,  0.015019 
Rust, mergesort_100000, 100000, 0.361145 , 0.192383 , 0.002991 , 0.000000 ,  0.015335 
Rust, mergesort_100000, 100000, 0.343689 , 0.171997 , 0.000000 , 0.000000 ,  0.014979 
Rust, oddevensort_100000, 100000, 294.571716 , 158.327942 , 0.113464 , 0.000000 ,  11.9394 
Rust, oddevensort_100000, 100000, 295.023743 , 158.689880 , 0.110962 , 0.000000 ,  11.9455 
Rust, oddevensort_100000, 100000, 293.753967 , 158.222900 , 0.096069 , 0.000000 ,  11.8831 
Rust, oddevensort_100000, 100000, 295.325623 , 159.069885 , 0.098999 , 0.000000 ,  11.9444 
Rust, oddevensort_100000, 100000, 294.843567 , 158.600159 , 0.098816 , 0.000000 ,  11.9419 
Rust, quicksort_100000, 100000, 0.414551 , 0.196777 , 0.008911 , 0.000000 ,  0.016263 
Rust, quicksort_100000, 100000, 0.373657 , 0.199219 , 0.000122 , 0.000000 ,  0.014814 
