Language,Algorithm,Size,Package,Core(s),GPU,Time(sec)
C,bubblesort,25000,34.263306,18.202637,0.009460,1.41063
C,bubblesort,25000,34.312378,18.119568,0.016357,1.41792
C,bubblesort,25000,33.975342,17.898010,0.009399,1.41
C,bubblesort,25000,33.964905,17.936340,0.013977,1.40344
C,bubblesort,25000,34.315552,18.155518,0.010132,1.41673
C,cyclesort,25000,34.939880,18.502808,0.012085,1.43996
C,cyclesort,25000,34.659363,18.207275,0.016296,1.43981
C,cyclesort,25000,34.827454,18.456543,0.011963,1.43516
C,cyclesort,25000,34.899292,18.525391,0.016113,1.43394
C,cyclesort,25000,35.121826,18.520752,0.006287,1.45604
C,heapsort,25000,0.109863,0.062500,0.000000,0.004327
C,heapsort,25000,0.114380,0.055176,0.000000,0.004281
C,heapsort,25000,0.101135,0.058594,0.000000,0.004316
C,heapsort,25000,0.097717,0.056213,0.000000,0.004071
C,heapsort,25000,0.125427,0.057678,0.000000,0.004256
C,insertionsort,25000,1.382874,0.708557,0.009277,0.059602
C,insertionsort,25000,1.560791,0.833069,0.005493,0.061106
C,insertionsort,25000,1.843018,0.982117,0.000000,0.075018
C,insertionsort,25000,1.404297,0.733826,0.004395,0.059064
C,insertionsort,25000,1.397522,0.760986,0.000000,0.055925
C,mergesort,25000,0.143616,0.067688,0.007507,0.006045
C,mergesort,25000,0.127380,0.054810,0.001099,0.005668
C,mergesort,25000,0.125671,0.052246,0.000000,0.005331
C,mergesort,25000,0.112488,0.062256,0.000000,0.005182
C,mergesort,25000,0.157410,0.085022,0.000000,0.005895
C,oddevensort,25000,13.229309,7.118042,0.009155,0.534705
C,oddevensort,25000,13.087158,6.979553,0.006958,0.533794
C,oddevensort,25000,13.070007,7.007874,0.000000,0.531421
C,oddevensort,25000,12.905762,6.849854,0.009644,0.528522
C,oddevensort,25000,13.250366,7.117859,0.005188,0.53844
C,quicksort,25000,0.176025,0.076233,0.007751,0.006302
C,quicksort,25000,0.122742,0.081238,0.000305,0.005261
C,quicksort,25000,0.119751,0.047668,0.001038,0.006175
C,quicksort,25000,0.093018,0.037964,0.000122,0.005134
C,quicksort,25000,0.112732,0.051575,0.000000,0.004349
C,selectionsort,25000,4.564758,2.433167,0.017029,0.184271
C,selectionsort,25000,4.380798,2.350342,0.000000,0.179638
C,selectionsort,25000,4.758911,2.582458,0.000000,0.190904
C,selectionsort,25000,4.765442,2.590271,0.000000,0.191008
C,selectionsort,25000,4.785156,2.549927,0.002075,0.194362
C++,bubblesort,25000,34.627869,18.331116,0.032166,1.42461
C++,bubblesort,25000,34.662048,18.306030,0.011292,1.43226
C++,bubblesort,25000,34.376892,18.149658,0.017944,1.42172
C++,bubblesort,25000,34.806763,18.683838,0.009644,1.41393
C++,bubblesort,25000,34.399597,18.125977,0.011536,1.42591
C++,cyclesort,25000,37.688721,19.815063,0.026001,1.5631
C++,cyclesort,25000,37.347107,19.592163,0.020264,1.5539
C++,cyclesort,25000,37.347229,19.614258,0.007385,1.55631
C++,cyclesort,25000,38.029724,20.013611,0.019531,1.5765
C++,cyclesort,25000,37.569824,19.780029,0.010010,1.55813
C++,heapsort,25000,0.201538,0.096375,0.008606,0.007757
C++,heapsort,25000,0.167725,0.085815,0.000061,0.007086
C++,heapsort,25000,0.140991,0.077820,0.001221,0.00606
C++,heapsort,25000,0.180603,0.094849,0.000000,0.006915
C++,heapsort,25000,0.118347,0.061157,0.000000,0.00491
C++,insertionsort,25000,1.665161,0.861389,0.009766,0.070621
C++,insertionsort,25000,1.738281,0.930237,0.004395,0.069766
C++,insertionsort,25000,2.169861,1.113647,0.000000,0.09151
C++,insertionsort,25000,1.681580,0.899109,0.000000,0.067075
C++,insertionsort,25000,1.644958,0.900269,0.000000,0.066221
C++,mergesort,25000,0.223206,0.110596,0.009338,0.009196
C++,mergesort,25000,0.200195,0.117310,0.000244,0.008833
C++,mergesort,25000,0.221741,0.118225,0.001343,0.00887
C++,mergesort,25000,0.197815,0.086731,0.000000,0.009865
C++,mergesort,25000,0.209961,0.093262,0.000000,0.009997
C++,oddevensort,25000,12.407532,6.557800,0.011902,0.510703
C++,oddevensort,25000,12.249023,6.566040,0.006958,0.498205
C++,oddevensort,25000,12.499084,6.744995,0.002441,0.506516
C++,oddevensort,25000,12.420532,6.666443,0.006836,0.504431
C++,oddevensort,25000,12.325256,6.612793,0.000000,0.502173
C++,quicksort,25000,0.120544,0.067566,0.000000,0.005258
C++,quicksort,25000,0.126282,0.070923,0.000000,0.004909
C++,quicksort,25000,0.120605,0.065552,0.000000,0.005012
C++,quicksort,25000,0.110840,0.055786,0.000000,0.00518
C++,quicksort,25000,0.135010,0.061523,0.000000,0.005197
C++,selectionsort,25000,4.839417,2.531006,0.015564,0.199582
C++,selectionsort,25000,4.494324,2.403931,0.000000,0.184122
C++,selectionsort,25000,4.497437,2.444458,0.000000,0.181096
C++,selectionsort,25000,4.791016,2.612976,0.000000,0.192438
C++,selectionsort,25000,4.843689,2.543396,0.010376,0.199711
C#,bubblesort,25000,41.073364,21.930542,0.037720,1.67507
C#,bubblesort,25000,41.010376,21.997192,0.015015,1.66685
C#,bubblesort,25000,41.054077,22.018127,0.012634,1.66871
C#,bubblesort,25000,40.794922,21.899597,0.016296,1.65604
C#,bubblesort,25000,40.891846,21.947998,0.016479,1.6596
C#,cyclesort,25000,61.592102,33.006836,0.019348,2.50583
C#,cyclesort,25000,61.609436,33.049316,0.015198,2.50485
C#,cyclesort,25000,62.525452,33.587524,0.020935,2.5356
C#,cyclesort,25000,61.813293,33.168457,0.026367,2.51019
C#,cyclesort,25000,62.383606,33.478455,0.016418,2.53512
C#,heapsort,25000,0.624573,0.339478,0.002808,0.025251
C#,heapsort,25000,0.614380,0.288757,0.004089,0.028006
C#,heapsort,25000,0.611145,0.327209,0.000000,0.024768
C#,heapsort,25000,0.655762,0.342651,0.001221,0.026918
C#,heapsort,25000,0.782532,0.398621,0.001160,0.032733
C#,insertionsort,25000,9.705322,5.184509,0.008972,0.395018
C#,insertionsort,25000,10.035706,5.369385,0.002075,0.408634
C#,insertionsort,25000,9.736023,5.237549,0.012573,0.392964
C#,insertionsort,25000,9.843384,5.292236,0.000000,0.398363
C#,insertionsort,25000,10.115723,5.404907,0.008423,0.412024
C#,mergesort,25000,0.676331,0.329956,0.012634,0.027196
C#,mergesort,25000,0.605408,0.306458,0.000000,0.025831
C#,mergesort,25000,0.577698,0.299988,0.000000,0.025705
C#,mergesort,25000,0.582092,0.305054,0.000000,0.025768
C#,mergesort,25000,0.729492,0.387207,0.000000,0.030243
C#,oddevensort,25000,28.766846,15.441956,0.023804,1.1664
C#,oddevensort,25000,29.073853,15.795715,0.003845,1.16442
C#,oddevensort,25000,28.634644,15.321594,0.007141,1.16662
C#,oddevensort,25000,28.836426,15.541199,0.013794,1.16479
C#,oddevensort,25000,28.787109,15.431335,0.011536,1.17005
C#,quicksort,25000,0.572815,0.222717,0.010193,0.028696
C#,quicksort,25000,0.537231,0.230957,0.000000,0.027284
C#,quicksort,25000,0.532959,0.277588,0.000000,0.023675
C#,quicksort,25000,0.576721,0.307556,0.000000,0.024029
C#,quicksort,25000,0.761658,0.360229,0.000000,0.033535
C#,selectionsort,25000,10.846313,5.807495,0.009277,0.44288
C#,selectionsort,25000,11.192261,6.033569,0.004883,0.452005
C#,selectionsort,25000,10.899658,5.836182,0.000000,0.443894
C#,selectionsort,25000,10.939209,5.848083,0.007385,0.446172
C#,selectionsort,25000,11.154236,5.989807,0.001282,0.453272
Go,bubblesort,25000,19.827637,10.606262,0.009460,0.808311
Go,bubblesort,25000,20.180908,10.787354,0.006836,0.822828
Go,bubblesort,25000,20.317383,10.898743,0.004517,0.827606
Go,bubblesort,25000,19.763733,10.612488,0.002869,0.801024
Go,bubblesort,25000,20.266235,10.887085,0.008545,0.822165
Go,cyclesort,25000,34.112732,18.067383,0.029968,1.40266
Go,cyclesort,25000,34.348267,18.350464,0.013916,1.40212
Go,cyclesort,25000,34.473877,18.435120,0.014404,1.40618
Go,cyclesort,25000,34.456299,18.343262,0.018005,1.41007
Go,cyclesort,25000,34.239075,18.358582,0.008728,1.39308
Go,heapsort,25000,0.208496,0.115845,0.007690,0.008712
Go,heapsort,25000,0.140015,0.077209,0.000488,0.006307
Go,heapsort,25000,0.153076,0.086792,0.001465,0.005984
Go,heapsort,25000,0.147339,0.076965,0.000122,0.005952
Go,heapsort,25000,0.153503,0.087524,0.000000,0.006081
Go,insertionsort,25000,2.219360,1.069702,0.014832,0.098993
Go,insertionsort,25000,2.830933,1.486206,0.000000,0.116505
Go,insertionsort,25000,2.219360,1.201233,0.000000,0.088482
Go,insertionsort,25000,2.590759,1.370300,0.008911,0.106127
Go,insertionsort,25000,2.435730,1.281677,0.000000,0.101115
Go,mergesort,25000,0.207092,0.107971,0.009583,0.00809
Go,mergesort,25000,0.171692,0.092041,0.001221,0.006941
Go,mergesort,25000,0.161621,0.076782,0.000244,0.006497
Go,mergesort,25000,0.165527,0.079895,0.000000,0.006617
Go,mergesort,25000,0.156250,0.076721,0.000000,0.006981
Go,oddevensort,25000,11.585388,6.179932,0.009155,0.472559
Go,oddevensort,25000,11.443604,6.194336,0.006592,0.458989
Go,oddevensort,25000,11.328857,6.112122,0.000000,0.457717
Go,oddevensort,25000,11.419678,6.125244,0.009827,0.461474
Go,oddevensort,25000,11.041321,5.940491,0.000000,0.448207
Go,quicksort,25000,0.213806,0.107422,0.007690,0.007982
Go,quicksort,25000,0.131958,0.070068,0.000000,0.006287
Go,quicksort,25000,0.192261,0.104858,0.001282,0.006527
Go,quicksort,25000,0.139954,0.077148,0.000000,0.006151
Go,quicksort,25000,0.188843,0.112061,0.000000,0.007255
Go,selectionsort,25000,9.158081,4.869568,0.024841,0.371897
Go,selectionsort,25000,9.313416,5.012451,0.002625,0.377111
Go,selectionsort,25000,8.777588,4.713135,0.002625,0.358173
Go,selectionsort,25000,9.496094,5.152222,0.006775,0.381372
Go,selectionsort,25000,8.794678,4.730530,0.000000,0.357251
Haskell,bubblesort,25000,0.368347,0.182068,0.009033,0.016258
Haskell,bubblesort,25000,0.310486,0.131287,0.000244,0.015109
Haskell,bubblesort,25000,0.318481,0.164490,0.000000,0.014529
Haskell,bubblesort,25000,0.305908,0.130798,0.000000,0.01481
Haskell,bubblesort,25000,0.255493,0.066711,0.000000,0.015648
Haskell,cyclesort,25000,254.528259,136.363831,0.104370,10.2965
Haskell,cyclesort,25000,255.921814,137.567383,0.074768,10.3138
Haskell,cyclesort,25000,252.379089,135.392273,0.076294,10.1938
Haskell,cyclesort,25000,251.472107,135.050903,0.071411,10.1461
Haskell,cyclesort,25000,256.674133,137.465027,0.079346,10.388
Haskell,heapsort,25000,0.275879,0.088257,0.010803,0.014395
Haskell,heapsort,25000,0.341248,0.174988,0.000000,0.013724
Haskell,heapsort,25000,0.267273,0.109619,0.000000,0.014688
Haskell,heapsort,25000,0.271851,0.089783,0.000000,0.016159
Haskell,heapsort,25000,0.294250,0.111511,0.000000,0.016154
Haskell,insertionsort,25000,0.327026,0.106995,0.008728,0.01747
Haskell,insertionsort,25000,0.326538,0.092407,0.000000,0.019065
Haskell,insertionsort,25000,0.233276,0.037292,0.000000,0.016381
Haskell,insertionsort,25000,0.233704,0.038208,0.000000,0.01654
Haskell,insertionsort,25000,0.239807,0.031250,0.000000,0.017349
Haskell,mergesort,25000,0.546631,0.078247,0.009399,0.040278
Haskell,mergesort,25000,0.427124,0.145813,0.000916,0.025178
Haskell,mergesort,25000,0.547485,0.238403,0.001282,0.025139
Haskell,mergesort,25000,0.518677,0.229858,0.000000,0.025157
Haskell,mergesort,25000,0.528625,0.241394,0.000000,0.025131
Haskell,oddevensort,25000,0.508423,0.194580,0.009399,0.025742
Haskell,oddevensort,25000,0.415100,0.114380,0.000000,0.026203
Haskell,oddevensort,25000,0.562561,0.099670,0.000000,0.041262
Haskell,oddevensort,25000,0.459534,0.186340,0.000000,0.023944
Haskell,oddevensort,25000,0.454468,0.184265,0.000000,0.024018
Haskell,quicksort,25000,0.346252,0.152588,0.009949,0.014803
Haskell,quicksort,25000,0.308167,0.134705,0.001160,0.014834
Haskell,quicksort,25000,0.311035,0.137756,0.000000,0.014766
Haskell,quicksort,25000,0.260376,0.085876,0.000000,0.014887
Haskell,quicksort,25000,0.303467,0.131592,0.000000,0.014789
Haskell,selectionsort,25000,0.365723,0.156250,0.008362,0.016403
Haskell,selectionsort,25000,0.242920,0.058350,0.000000,0.014756
Haskell,selectionsort,25000,0.212524,0.040833,0.000000,0.014802
Haskell,selectionsort,25000,0.220703,0.034912,0.000000,0.015336
Haskell,selectionsort,25000,0.269714,0.017639,0.000000,0.021605
Python,bubblesort,25000,600.012817,323.339294,0.203857,24.2331
Python,bubblesort,25000,594.317261,320.159424,0.171204,24.0134
Python,bubblesort,25000,598.212952,322.402039,0.191284,24.1543
Python,bubblesort,25000,586.670837,316.776062,0.190125,23.6438
Python,bubblesort,25000,596.917969,321.680847,0.195068,24.1109
Python,cyclesort,25000,893.173340,481.377869,0.274231,36.0849
Python,cyclesort,25000,888.286499,479.356262,0.287231,35.8379
Python,cyclesort,25000,894.595154,481.839966,0.277222,36.1735
Python,cyclesort,25000,906.973633,489.298340,0.304382,36.5842
Python,cyclesort,25000,871.184937,469.091431,0.255493,35.2371
Python,heapsort,25000,3.425598,1.770325,0.011353,0.143157
Python,heapsort,25000,2.932678,1.570312,0.000000,0.120342
Python,heapsort,25000,3.492615,1.843811,0.002075,0.142559
Python,heapsort,25000,2.915283,1.573547,0.000000,0.116549
Python,heapsort,25000,3.450806,1.844543,0.000000,0.141336
Python,insertionsort,25000,265.017639,142.809875,0.107849,10.6998
Python,insertionsort,25000,261.482971,141.124146,0.090271,10.5452
Python,insertionsort,25000,257.865601,139.156006,0.085266,10.4048
Python,insertionsort,25000,261.696655,141.307312,0.082214,10.5524
Python,insertionsort,25000,257.371033,138.750977,0.070190,10.3993
Python,mergesort,25000,3.138428,1.631653,0.011353,0.12855
Python,mergesort,25000,2.570374,1.398071,0.000000,0.103257
Python,mergesort,25000,3.055786,1.632629,0.000000,0.125666
Python,mergesort,25000,2.574280,1.405151,0.000427,0.10461
Python,mergesort,25000,3.107117,1.645508,0.003601,0.127383
Python,oddevensort,25000,620.965698,334.796997,0.220886,25.0641
Python,oddevensort,25000,619.106445,334.091003,0.182495,24.9781
Python,oddevensort,25000,620.420227,334.713135,0.187500,25.0349
Python,oddevensort,25000,615.764771,331.868774,0.181213,24.8781
Python,oddevensort,25000,629.366028,339.337585,0.184082,25.4178
Python,quicksort,25000,2.390320,1.270081,0.009094,0.097353
Python,quicksort,25000,2.127441,1.138306,0.002502,0.0856
Python,quicksort,25000,2.645630,1.431824,0.000000,0.106555
Python,quicksort,25000,2.165466,1.166199,0.000000,0.086607
Python,quicksort,25000,2.394592,1.286926,0.004150,0.096037
Python,selectionsort,25000,274.737976,148.309021,0.086304,11.0752
Python,selectionsort,25000,272.891663,147.266479,0.085388,11.008
Python,selectionsort,25000,273.176819,147.182983,0.092529,11.0421
Python,selectionsort,25000,272.212830,146.718994,0.068420,11.0049
Python,selectionsort,25000,273.877258,147.520813,0.089966,11.0743
Rust,bubblesort,25000,21.371582,11.405212,0.019653,0.870906
Rust,bubblesort,25000,20.708374,11.051270,0.014954,0.846167
Rust,bubblesort,25000,20.960876,11.285278,0.000000,0.849975
Rust,bubblesort,25000,21.074646,11.309326,0.009644,0.856267
Rust,bubblesort,25000,21.070923,11.273071,0.006775,0.858154
Rust,cyclesort,25000,5.761902,3.102600,0.010620,0.230603
Rust,cyclesort,25000,6.004883,3.243042,0.007019,0.241023
Rust,cyclesort,25000,5.635071,3.037781,0.000000,0.226123
Rust,cyclesort,25000,5.565369,2.994202,0.000000,0.225932
Rust,cyclesort,25000,5.626221,3.007324,0.000000,0.229883
Rust,heapsort,25000,0.236633,0.118164,0.008362,0.008582
Rust,heapsort,25000,0.149658,0.089294,0.000000,0.006687
Rust,heapsort,25000,0.200867,0.097900,0.000000,0.008964
Rust,heapsort,25000,0.186829,0.086914,0.000000,0.009235
Rust,heapsort,25000,0.158936,0.069885,0.000000,0.008275
Rust,insertionsort,25000,2.901672,1.438538,0.020996,0.124018
Rust,insertionsort,25000,3.328430,1.751648,0.000000,0.138068
Rust,insertionsort,25000,2.978088,1.630859,0.000000,0.119209
Rust,insertionsort,25000,3.238953,1.744751,0.000000,0.132538
Rust,insertionsort,25000,3.040588,1.661804,0.000000,0.122475
Rust,mergesort,25000,0.211548,0.106018,0.009155,0.007795
Rust,mergesort,25000,0.171143,0.095215,0.001465,0.00722
Rust,mergesort,25000,0.199402,0.101746,0.000000,0.007916
Rust,mergesort,25000,0.168701,0.076416,0.000000,0.007717
Rust,mergesort,25000,0.190674,0.093933,0.000000,0.007736
Rust,oddevensort,25000,15.818726,8.370850,0.022156,0.649328
Rust,oddevensort,25000,15.989258,8.574158,0.002197,0.649176
Rust,oddevensort,25000,16.163147,8.627930,0.007690,0.661198
Rust,oddevensort,25000,15.935547,8.531860,0.008240,0.649337
Rust,oddevensort,25000,16.170349,8.669006,0.002625,0.657787
Rust,quicksort,25000,0.153625,0.071350,0.008667,0.006131
Rust,quicksort,25000,0.126770,0.069092,0.001465,0.005111
Rust,quicksort,25000,0.099670,0.063232,0.000000,0.004822
Rust,quicksort,25000,0.095276,0.057129,0.000000,0.004805
Rust,quicksort,25000,0.117004,0.059937,0.000000,0.004756
Rust,selectionsort,25000,7.576538,4.007935,0.019226,0.309712
Rust,selectionsort,25000,7.924011,4.261719,0.000000,0.322318
Rust,selectionsort,25000,7.439392,3.990417,0.000000,0.302968
Rust,selectionsort,25000,7.526001,4.060791,0.013733,0.301755
Rust,selectionsort,25000,7.758301,4.155029,0.000000,0.315257
Swift,bubblesort,25000,32.737427,17.668579,0.024109,1.31954
Swift,bubblesort,25000,33.132263,17.834778,0.021545,1.34062
Swift,bubblesort,25000,33.442932,17.981079,0.008240,1.35641
Swift,bubblesort,25000,32.745422,17.613770,0.009155,1.32705
Swift,bubblesort,25000,33.047363,17.702820,0.016724,1.34411
Swift,cyclesort,25000,41.677063,22.591980,0.029663,1.67138
Swift,cyclesort,25000,41.501099,22.465820,0.016174,1.66717
Swift,cyclesort,25000,41.112000,22.145142,0.017639,1.66178
Swift,cyclesort,25000,40.978882,21.975037,0.012451,1.66738
Swift,cyclesort,25000,41.483582,22.280823,0.011780,1.68153
Swift,heapsort,25000,0.283691,0.156006,0.000000,0.010756
Swift,heapsort,25000,0.247742,0.142517,0.000000,0.010437
Swift,heapsort,25000,0.212158,0.067627,0.000000,0.01355
Swift,heapsort,25000,0.202148,0.056580,0.000000,0.013341
Swift,heapsort,25000,0.217896,0.056580,0.000000,0.013316
Swift,insertionsort,25000,12.217712,6.366089,0.025085,0.50891
Swift,insertionsort,25000,12.502258,6.726868,0.002380,0.507135
Swift,insertionsort,25000,12.129944,6.469116,0.006409,0.49496
Swift,insertionsort,25000,12.700134,6.839111,0.002136,0.51364
Swift,insertionsort,25000,12.754639,6.898865,0.006653,0.511671
Swift,mergesort,25000,0.509949,0.257263,0.009338,0.021285
Swift,mergesort,25000,0.382263,0.169067,0.000000,0.019375
Swift,mergesort,25000,0.360657,0.173706,0.000000,0.015399
Swift,mergesort,25000,0.361877,0.172974,0.000000,0.015383
Swift,mergesort,25000,0.371582,0.184998,0.000000,0.015346
Swift,oddevensort,25000,29.054321,15.641846,0.029419,1.17321
Swift,oddevensort,25000,28.978943,15.580322,0.009399,1.17363
Swift,oddevensort,25000,28.713684,15.450623,0.013123,1.16027
Swift,oddevensort,25000,28.600098,15.361023,0.010620,1.15956
Swift,oddevensort,25000,28.879333,15.494263,0.013428,1.17211
Swift,quicksort,25000,0.471375,0.260437,0.000000,0.019203
Swift,quicksort,25000,0.480042,0.245605,0.000000,0.019553
Swift,quicksort,25000,0.462402,0.233643,0.000000,0.019779
Swift,quicksort,25000,0.466980,0.238403,0.000000,0.019843
Swift,quicksort,25000,0.608093,0.319397,0.002258,0.024978
Swift,selectionsort,25000,7.294434,3.909119,0.009888,0.294595
Swift,selectionsort,25000,6.942261,3.694763,0.012878,0.28444
Swift,selectionsort,25000,6.976318,3.742798,0.002197,0.282547
Swift,selectionsort,25000,6.900757,3.750183,0.000000,0.276853
Swift,selectionsort,25000,7.176880,3.870056,0.004333,0.289781
C,bubblesort,50000,140.210999,73.802551,0.067688,5.81705
C,bubblesort,50000,140.821045,74.673584,0.049561,5.79551
C,bubblesort,50000,141.146118,74.929626,0.042908,5.80306
C,bubblesort,50000,140.527832,74.290283,0.053406,5.80213
C,bubblesort,50000,140.564087,74.457703,0.050964,5.79383
C,cyclesort,50000,139.524170,73.768066,0.066711,5.76263
C,cyclesort,50000,139.038391,73.561279,0.047852,5.73791
C,cyclesort,50000,138.534363,73.117798,0.036987,5.7377
C,cyclesort,50000,138.217651,72.820740,0.051331,5.73133
C,cyclesort,50000,139.116150,73.302856,0.053040,5.76551
C,heapsort,50000,0.146118,0.082764,0.000000,0.006191
C,heapsort,50000,0.149780,0.084534,0.000000,0.005949
C,heapsort,50000,0.148926,0.081238,0.000000,0.005954
C,heapsort,50000,0.148376,0.082214,0.000000,0.006007
C,heapsort,50000,0.145569,0.079346,0.000000,0.005912
C,insertionsort,50000,5.910583,3.131714,0.011169,0.241757
C,insertionsort,50000,5.890747,3.150696,0.003723,0.240053
C,insertionsort,50000,5.860474,3.164856,0.001465,0.235948
C,insertionsort,50000,5.903198,3.147949,0.004272,0.241082
C,insertionsort,50000,5.956421,3.199890,0.009094,0.239506
C,mergesort,50000,0.200684,0.098206,0.009888,0.008008
C,mergesort,50000,0.174438,0.098328,0.000000,0.007187
C,mergesort,50000,0.187195,0.109131,0.001709,0.007056
C,mergesort,50000,0.220825,0.118225,0.000000,0.008649
C,mergesort,50000,0.239136,0.117249,0.000000,0.009857
C,oddevensort,50000,54.837830,29.350769,0.037598,2.23006
C,oddevensort,50000,54.447144,29.204956,0.016724,2.21191
C,oddevensort,50000,54.812988,29.508911,0.019653,2.21602
C,oddevensort,50000,54.441833,29.213318,0.018860,2.20999
C,oddevensort,50000,54.917725,29.531494,0.021790,2.22241
C,quicksort,50000,0.144287,0.071899,0.000000,0.005677
C,quicksort,50000,0.129028,0.079590,0.000000,0.005683
C,quicksort,50000,0.124695,0.076965,0.000000,0.005518
C,quicksort,50000,0.123352,0.078613,0.000000,0.005698
C,quicksort,50000,0.124634,0.074402,0.000000,0.005536
C,selectionsort,50000,18.251160,9.733215,0.021545,0.744582
C,selectionsort,50000,18.337708,9.872131,0.008728,0.740904
C,selectionsort,50000,18.303223,9.856262,0.003052,0.740269
C,selectionsort,50000,18.244141,9.797180,0.005859,0.739545
C,selectionsort,50000,18.366394,9.886414,0.004395,0.743478
C++,bubblesort,50000,142.249390,75.229431,0.064514,5.87236
C++,bubblesort,50000,142.807129,75.644531,0.049255,5.88456
C++,bubblesort,50000,142.690613,75.675537,0.055542,5.86893
C++,bubblesort,50000,142.044250,75.249939,0.048218,5.85175
C++,bubblesort,50000,142.296875,75.286865,0.056396,5.86996
C++,cyclesort,50000,148.880127,78.626770,0.078308,6.15413
C++,cyclesort,50000,148.411682,78.151062,0.051636,6.15704
C++,cyclesort,50000,149.965271,79.534119,0.057251,6.16856
C++,cyclesort,50000,148.999512,78.821655,0.046814,6.15088
C++,cyclesort,50000,150.370911,79.808838,0.049866,6.18432
C++,heapsort,50000,0.211121,0.115417,0.000793,0.00777
C++,heapsort,50000,0.217896,0.104248,0.001221,0.008189
C++,heapsort,50000,0.213440,0.112854,0.000000,0.009417
C++,heapsort,50000,0.218872,0.118286,0.000000,0.008985
C++,heapsort,50000,0.205994,0.121948,0.000000,0.008191
C++,insertionsort,50000,7.268738,3.751343,0.021851,0.304812
C++,insertionsort,50000,6.921509,3.749634,0.000000,0.279076
C++,insertionsort,50000,6.912903,3.717285,0.000000,0.281357
C++,insertionsort,50000,6.882446,3.699463,0.000000,0.280212
C++,insertionsort,50000,6.910278,3.701538,0.000000,0.282262
