Language,Algorithm,Size,Package,Core(s),GPU,Memory(KB),Time(sec)
C,insertionsort,50000,3.373657,1.735901,0.018677,42240,0.141203
C,mergesort,50000,3.339233,1.664490,0.011292,44268,0.144267
C,oddevensort,50000,3.708313,1.870605,0.024963,43268,0.154848
C,quicksort,50000,3.773682,1.960571,0.010986,43268,0.157119
C,selectionsort,50000,2.975647,1.586609,0.013855,42748,0.120176
C++,bubblesort,50000,12.048096,6.309753,0.017151,99392,0.499275
C++,cyclesort,50000,12.958008,6.906372,0.031189,98332,0.523635
C++,heapsort,50000,12.923767,6.934204,0.016418,99836,0.519973
C++,insertionsort,50000,12.563904,6.677673,0.026123,96880,0.511076
C++,mergesort,50000,13.731628,7.291260,0.029968,100428,0.559345
C++,oddevensort,50000,12.388245,6.539917,0.017639,99952,0.50916
C++,quicksort,50000,12.741943,6.835205,0.031250,97452,0.51193
C++,selectionsort,50000,12.737488,6.755432,0.012451,98284,0.521149
C#,bubblesort,50000,13.441772,7.195312,0.006226,67872,0.546325
C#,cyclesort,50000,13.932678,7.464172,0.015991,71672,0.561799
C#,heapsort,50000,13.778320,7.306274,0.024353,63448,0.561578
C#,insertionsort,50000,13.406433,7.113586,0.014038,61624,0.547119
C#,mergesort,50000,13.999817,7.475220,0.026306,67992,0.567264
C#,oddevensort,50000,13.603088,7.239624,0.017273,65740,0.554128
C#,quicksort,50000,13.630554,7.287292,0.004333,65620,0.55358
C#,selectionsort,50000,13.918213,7.384216,0.023743,67716,0.568073
Go,bubblesort,50000,3.320679,1.495178,0.010803,56104,0.155893
Go,cyclesort,50000,3.315430,1.627808,0.010803,57536,0.143428
Go,heapsort,50000,3.700806,1.872803,0.013062,57280,0.15394
Go,insertionsort,50000,3.216309,1.350647,0.009277,56960,0.159243
Go,mergesort,50000,3.419006,1.714966,0.013245,55780,0.144695
Go,oddevensort,50000,3.503113,1.747375,0.010010,57176,0.149867
Go,quicksort,50000,3.101196,1.513916,0.010315,54876,0.137554
Go,selectionsort,50000,3.480347,1.779724,0.010132,54940,0.144697
Haskell,bubblesort,50000,605.707275,319.451355,0.250916,1107800,24.4809
Haskell,cyclesort,50000,1170.641724,616.697449,0.404541,1026372,47.3459
Haskell,heapsort,50000,611.117676,322.224426,0.211670,1109192,24.7189
Haskell,insertionsort,50000,610.240662,322.013977,0.226868,1137268,24.6456
Haskell,mergesort,50000,610.324585,321.566406,0.254150,1101036,24.683
Haskell,oddevensort,50000,564.615845,297.372375,0.221741,1113368,22.8327
Haskell,quicksort,50000,605.650452,318.988342,0.228882,1065000,24.5173
Haskell,selectionsort,50000,642.238342,338.912781,0.228394,1127732,25.9389
Rust,bubblesort,50000,471.515320,251.266846,0.172607,2177884,19.0387
Rust,cyclesort,50000,485.153381,257.994995,0.190491,2177928,19.6303
Rust,heapsort,50000,465.740723,248.030273,0.173157,2171080,18.826
Rust,insertionsort,50000,483.053284,257.536804,0.170898,2183160,19.5081
Rust,mergesort,50000,477.288757,253.874451,0.171936,2200048,19.3157
Rust,oddevensort,50000,499.007141,264.997620,0.195435,2171632,20.2123
Rust,quicksort,50000,451.402222,240.200317,0.177307,2190788,18.2542
Rust,selectionsort,50000,472.577515,251.701355,0.162354,2173400,19.079
Swift,bubblesort,50000,1210.341858,648.550781,0.396545,214636,49.0737
Swift,cyclesort,50000,1219.239136,653.126343,0.415161,214336,49.4255
Swift,heapsort,50000,1260.638672,675.425415,0.408020,218036,51.0987
Swift,insertionsort,50000,1165.527527,624.477173,0.352356,214756,47.2724
Swift,mergesort,50000,1274.938232,682.564209,0.402893,215848,51.7271
Swift,oddevensort,50000,6.374573,3.224548,0.013184,83208,0.272971
Swift,quicksort,50000,1279.680603,685.524353,0.389954,215672,51.8772
Swift,selectionsort,50000,1176.413391,630.238342,0.427063,219008,47.681
C,bubblesort,50000,2.879883,1.454529,0.019348,42880,0.123091
C,cyclesort,50000,3.660706,1.928467,0.018921,43396,0.149132
C,heapsort,50000,3.547302,1.836914,0.012024,42940,0.147995
C,insertionsort,50000,2.879211,1.512329,0.010864,42272,0.117781
C,mergesort,50000,3.992004,1.985779,0.014526,44400,0.172436
C,oddevensort,50000,3.174316,1.644653,0.021545,43424,0.130846
C,quicksort,50000,3.600464,1.872192,0.020508,43268,0.147638
C,selectionsort,50000,3.429077,1.762634,0.015625,42780,0.144358
C++,bubblesort,50000,12.338562,6.489746,0.018311,99560,0.507069
C++,cyclesort,50000,12.940918,6.860168,0.031921,99276,0.525463
C++,heapsort,50000,12.120850,6.325256,0.012512,98936,0.505287
C++,insertionsort,50000,12.519653,6.625000,0.021729,96800,0.511996
C++,mergesort,50000,13.647583,7.278748,0.009399,101200,0.553509
C++,oddevensort,50000,12.621277,6.741455,0.028076,98396,0.508319
C++,quicksort,50000,12.368408,6.543884,0.021179,99200,0.506025
C++,selectionsort,50000,12.416199,6.587646,0.028564,98572,0.504157
C#,bubblesort,50000,13.420654,7.146545,0.011047,71636,0.544882
C#,cyclesort,50000,13.919556,7.456360,0.024231,67976,0.561674
C#,heapsort,50000,13.697571,7.268433,0.018616,65920,0.558294
C#,insertionsort,50000,13.496582,7.223145,0.013245,69564,0.548298
C#,mergesort,50000,13.856018,7.438782,0.025208,71776,0.558562
C#,oddevensort,50000,13.508362,7.200500,0.010071,69836,0.552301
C#,quicksort,50000,13.480957,7.197510,0.010376,69560,0.547643
C#,selectionsort,50000,13.661255,7.276062,0.014526,65708,0.55605
Go,bubblesort,50000,3.345703,1.689087,0.013550,58836,0.140982
Go,cyclesort,50000,3.594360,1.814514,0.012756,55412,0.151858
Go,heapsort,50000,3.163574,1.353882,0.008179,54008,0.155901
Go,insertionsort,50000,3.393921,1.719910,0.010193,55580,0.144483
Go,mergesort,50000,3.543274,1.739319,0.007751,54748,0.155524
Go,oddevensort,50000,2.962769,1.282837,0.011230,57660,0.143468
Go,quicksort,50000,3.477844,1.756042,0.013794,56056,0.147177
Go,selectionsort,50000,3.513672,1.648010,0.009460,57016,0.159393
Haskell,bubblesort,50000,604.323059,317.317505,0.229065,1086536,24.5669
Haskell,cyclesort,50000,1173.343445,617.403442,0.431030,1102692,47.528
Haskell,heapsort,50000,609.132996,320.755432,0.222656,1005788,24.6716
Haskell,insertionsort,50000,608.632263,321.249084,0.237488,1123828,24.5731
Haskell,mergesort,50000,613.349121,323.083923,0.233948,1195512,24.8187
Haskell,oddevensort,50000,575.267578,302.808167,0.224976,1055276,23.2991
Haskell,quicksort,50000,600.144653,316.621399,0.224243,984828,24.2525
Haskell,selectionsort,50000,638.332642,337.013184,0.243652,1187200,25.769
Rust,bubblesort,50000,465.280273,247.318359,0.178406,2166788,18.8321
Rust,cyclesort,50000,490.292969,260.689880,0.203308,2173136,19.8437
Rust,heapsort,50000,459.604431,244.523376,0.175049,2170024,18.584
Rust,insertionsort,50000,486.562927,259.106506,0.187622,2176944,19.665
Rust,mergesort,50000,475.250977,253.085388,0.200134,2205940,19.195
Rust,oddevensort,50000,479.320679,254.613525,0.200806,2172904,19.41
Rust,quicksort,50000,460.460022,244.820374,0.185303,2190844,18.6199
Rust,selectionsort,50000,469.762695,250.196960,0.186462,2172960,18.9739
Swift,bubblesort,50000,1215.328369,651.029480,0.379578,222956,49.3054
Swift,cyclesort,50000,1174.092041,629.267883,0.411072,222792,47.5777
Swift,heapsort,50000,1268.914612,679.741943,0.433472,226140,51.4351
Swift,insertionsort,50000,1215.332764,651.195129,0.381714,223176,49.2931
Swift,mergesort,50000,1215.752136,650.354736,0.385681,224304,49.3827
Swift,oddevensort,50000,6.170837,3.064148,0.008118,88852,0.270058
Swift,quicksort,50000,1268.555359,679.791077,0.408569,224328,51.4233
Swift,selectionsort,50000,1186.889099,635.792358,0.363037,223296,48.1254
C,bubblesort,50000,3.566101,1.624695,0.021729,43008,0.166536
C,cyclesort,50000,3.163696,1.614929,0.018066,43396,0.132615
C,heapsort,50000,3.689209,1.942200,0.017822,42880,0.149769
C,insertionsort,50000,3.094543,1.583740,0.015686,42108,0.129777
C,mergesort,50000,3.591553,1.857788,0.017090,44456,0.148612
C,oddevensort,50000,3.516846,1.830017,0.011414,43396,0.145716
C,quicksort,50000,3.290283,1.665588,0.014771,43140,0.13985
C,selectionsort,50000,3.382935,1.776550,0.012390,42620,0.139465
C++,bubblesort,50000,12.078247,6.390808,0.015320,99328,0.496645
C++,cyclesort,50000,12.749329,6.720398,0.019409,99000,0.52374
C++,heapsort,50000,12.597412,6.693726,0.017456,98256,0.514274
C++,insertionsort,50000,12.375122,6.562195,0.020508,97844,0.502003
C++,mergesort,50000,13.995789,7.526184,0.007446,100360,0.562192
C++,oddevensort,50000,12.520325,6.653809,0.020325,99432,0.507537
C++,quicksort,50000,12.857178,6.833679,0.006775,98184,0.524589
C++,selectionsort,50000,12.635864,6.667786,0.025330,98404,0.515535
C#,bubblesort,50000,13.426880,7.238525,0.000000,67576,0.540068
C#,cyclesort,50000,13.443848,7.230957,0.018982,63652,0.541379
C#,heapsort,50000,13.818848,7.378113,0.018738,65316,0.560083
C#,insertionsort,50000,13.640564,7.201050,0.014282,70120,0.559473
C#,mergesort,50000,13.560913,7.255066,0.020874,69796,0.549021
C#,oddevensort,50000,13.930786,7.470459,0.010620,65720,0.563964
C#,quicksort,50000,13.608154,7.226013,0.019897,67660,0.55539
C#,selectionsort,50000,13.484009,7.171631,0.010498,69996,0.550983
Go,bubblesort,50000,3.526001,1.768982,0.002136,55780,0.150909
Go,cyclesort,50000,3.073120,1.505188,0.014160,57008,0.134221
Go,heapsort,50000,3.747314,1.950439,0.009583,59372,0.153877
Go,insertionsort,50000,3.412476,1.541748,0.009033,57380,0.159507
Go,mergesort,50000,3.128174,1.537842,0.010071,57452,0.1359
Go,oddevensort,50000,3.564392,1.801392,0.010254,56676,0.150891
Go,quicksort,50000,3.062500,1.402588,0.010925,56724,0.142001
Go,selectionsort,50000,3.584351,1.751770,0.014282,55196,0.155694
Haskell,bubblesort,50000,604.976929,318.871277,0.227417,1104288,24.4807
Haskell,cyclesort,50000,1171.462830,617.133728,0.390137,1123688,47.4041
Haskell,heapsort,50000,592.481995,312.399170,0.227844,982024,23.9391
Haskell,insertionsort,50000,603.827637,317.991882,0.223572,1146360,24.455
Haskell,mergesort,50000,608.112244,320.733276,0.211121,1186428,24.5747
Haskell,oddevensort,50000,566.148438,298.727905,0.206421,1172384,22.8698
Haskell,quicksort,50000,606.419800,319.549622,0.233215,1053340,24.5411
Haskell,selectionsort,50000,642.253662,338.531128,0.250244,1187164,25.9718
Rust,bubblesort,50000,478.268066,254.475037,0.195618,2175412,19.3344
Rust,cyclesort,50000,483.733276,257.840088,0.179749,2164872,19.5342
Rust,heapsort,50000,481.007385,255.795349,0.188232,2171332,19.4656
Rust,insertionsort,50000,478.348450,254.551086,0.175659,2173984,19.3405
Rust,mergesort,50000,465.553467,247.502686,0.203552,2201936,18.8396
Rust,oddevensort,50000,473.768799,251.895691,0.191040,2168416,19.1462
Rust,quicksort,50000,452.797607,240.864563,0.185364,2185148,18.3019
Rust,selectionsort,50000,474.912415,252.877869,0.192200,2173152,19.1838
Swift,bubblesort,50000,1216.881409,651.706055,0.380554,223096,49.3733
Swift,cyclesort,50000,1166.861084,625.490662,0.380676,222744,47.2775
Swift,heapsort,50000,1252.426331,670.784180,0.440857,226132,50.7707
Swift,insertionsort,50000,1187.086792,636.513794,0.409668,222780,48.0793
Swift,mergesort,50000,1301.382690,696.980652,0.437805,224384,52.752
Swift,oddevensort,50000,6.255798,3.213013,0.011597,89028,0.262185
Swift,quicksort,50000,1284.463013,687.781616,0.397827,224028,52.1097
Swift,selectionsort,50000,1178.146423,630.981995,0.411560,223340,47.7718
C,bubblesort,50000,2.915588,1.475281,0.014709,43016,0.123375
C,cyclesort,50000,3.787476,1.980103,0.023743,43328,0.153482
C,heapsort,50000,3.624451,1.861389,0.013489,42844,0.151658
C,insertionsort,50000,2.880005,1.534851,0.014282,42112,0.117514
C,mergesort,50000,3.954712,1.950500,0.011292,44396,0.174104
C,oddevensort,50000,3.305359,1.621765,0.011047,43428,0.146278
C,quicksort,50000,3.308777,1.702026,0.015198,43172,0.139221
C,selectionsort,50000,3.480652,1.765503,0.018921,42652,0.148581
C++,bubblesort,50000,12.523560,6.690125,0.014709,98552,0.506197
C++,cyclesort,50000,12.640076,6.694641,0.025146,98016,0.516021
C++,heapsort,50000,12.589111,6.658020,0.015198,98588,0.516777
C++,insertionsort,50000,12.233032,6.582336,0.023560,98328,0.492566
C++,mergesort,50000,13.520691,7.282104,0.022827,100436,0.542725
C++,oddevensort,50000,12.821289,6.876587,0.016418,99572,0.515522
C++,quicksort,50000,12.495850,6.668579,0.017761,98752,0.506018
C++,selectionsort,50000,12.519287,6.651672,0.026733,98272,0.507822
C#,bubblesort,50000,13.320374,7.137207,0.012634,69512,0.54037
C#,cyclesort,50000,13.440369,7.181091,0.015564,71596,0.544356
C#,heapsort,50000,13.675049,7.388489,0.012878,69564,0.548048
C#,insertionsort,50000,13.794312,7.409485,0.020447,65832,0.554203
C#,mergesort,50000,13.566528,7.271423,0.021057,71840,0.545145
C#,oddevensort,50000,13.549438,7.296326,0.013550,65660,0.54573
C#,quicksort,50000,13.936890,7.496216,0.013489,69776,0.560473
C#,selectionsort,50000,13.269531,7.079895,0.008545,67604,0.540995
Go,bubblesort,50000,3.509460,1.677307,0.012512,58072,0.155729
Go,cyclesort,50000,3.133606,1.478943,0.011597,57896,0.141792
Go,heapsort,50000,3.613281,1.864319,0.010193,55264,0.14827
Go,insertionsort,50000,3.204041,1.427795,0.010071,58284,0.153413
Go,mergesort,50000,3.315857,1.694031,0.009338,54348,0.140456
Go,oddevensort,50000,3.685425,1.840881,0.011780,55984,0.156549
Go,quicksort,50000,3.161194,1.411255,0.009216,53960,0.151189
Go,selectionsort,50000,3.296143,1.638245,0.013306,54716,0.142678
Haskell,bubblesort,50000,610.484131,321.652405,0.227905,1109732,24.7235
Haskell,cyclesort,50000,1189.497314,626.655090,0.350098,1014856,48.1427
Haskell,heapsort,50000,612.793274,323.383728,0.228882,1005656,24.7585
Haskell,insertionsort,50000,598.342468,315.460388,0.238586,1009884,24.1885
Haskell,mergesort,50000,607.608704,320.056091,0.213379,988592,24.604
Haskell,oddevensort,50000,576.173950,303.543701,0.211914,1114616,23.3281
Haskell,quicksort,50000,611.297485,322.574097,0.272095,1054772,24.7011
Haskell,selectionsort,50000,649.023865,341.988342,0.249390,1124712,26.2585
Rust,bubblesort,50000,486.903259,258.953003,0.198181,2170880,19.7034
Rust,cyclesort,50000,483.305725,257.352173,0.202515,2172288,19.5356
Rust,heapsort,50000,479.496643,255.254333,0.195862,2170808,19.3905
Rust,insertionsort,50000,469.193481,249.911072,0.196472,2170988,18.9493
Rust,mergesort,50000,458.632263,243.781921,0.190186,2192548,18.5474
Rust,oddevensort,50000,501.420044,266.490112,0.207397,2166940,20.2924
Rust,quicksort,50000,473.373779,251.860352,0.182556,2184008,19.1528
Rust,selectionsort,50000,472.576965,251.224365,0.194397,2173188,19.1281
Swift,bubblesort,50000,1185.476929,634.793945,0.379761,222928,48.1179
Swift,cyclesort,50000,1190.303162,638.174316,0.384399,222764,48.2575
Swift,heapsort,50000,1235.181396,661.120056,0.410034,226104,50.1313
Swift,insertionsort,50000,1190.871704,638.271851,0.386719,222968,48.2564
Swift,mergesort,50000,1243.705994,665.906128,0.413391,224656,50.457
Swift,oddevensort,50000,6.260864,3.041321,0.011047,88992,0.278594
Swift,quicksort,50000,1263.904907,677.161255,0.434021,224400,51.2781
Swift,selectionsort,50000,1192.003906,638.700378,0.419678,225528,48.3303
C,bubblesort,50000,2.915588,1.475281,0.014709,43016,0.123375
C,bubblesort,100000,5.387024,2.503845,0.018738,51944,0.251373
C,cyclesort,50000,3.787476,1.980103,0.023743,43328,0.153482
C,cyclesort,100000,5.874939,3.080872,0.027954,52364,0.240985
C,heapsort,50000,3.624451,1.861389,0.013489,42844,0.151658
C,heapsort,100000,5.304626,2.743286,0.014038,51812,0.221578
C,insertionsort,50000,2.880005,1.534851,0.014282,42112,0.117514
C,insertionsort,100000,5.197510,2.734192,0.023865,51228,0.211795
C,mergesort,50000,3.954712,1.950500,0.011292,44396,0.174104
C,mergesort,100000,5.531189,2.955078,0.010803,53356,0.225656
C,oddevensort,50000,3.305359,1.621765,0.011047,43428,0.146278
C,oddevensort,100000,5.181458,2.638916,0.017822,52424,0.218693
C,quicksort,50000,3.308777,1.702026,0.015198,43172,0.139221
C,quicksort,100000,5.604492,2.855652,0.020325,52068,0.239693
C,selectionsort,50000,3.480652,1.765503,0.018921,42652,0.148581
C,selectionsort,100000,5.074402,2.563782,0.015076,51908,0.218288
C++,bubblesort,50000,12.523560,6.690125,0.014709,98552,0.506197
C++,bubblesort,100000,15.586853,7.935547,0.025024,114940,0.664086
C++,cyclesort,50000,12.640076,6.694641,0.025146,98016,0.516021
C++,cyclesort,100000,14.838074,7.838196,0.017944,113468,0.608443
C++,heapsort,50000,12.589111,6.658020,0.015198,98588,0.516777
C++,heapsort,100000,15.443726,8.228699,0.020691,112888,0.626619
C++,insertionsort,50000,12.233032,6.582336,0.023560,98328,0.492566
C++,insertionsort,100000,14.715210,7.873962,0.033386,113064,0.594509
C++,mergesort,50000,13.520691,7.282104,0.022827,100436,0.542725
C++,mergesort,100000,16.279602,8.656189,0.017700,116380,0.664095
C++,oddevensort,50000,12.821289,6.876587,0.016418,99572,0.515522
C++,oddevensort,100000,15.106873,8.049255,0.020996,115992,0.612891
C++,quicksort,50000,12.495850,6.668579,0.017761,98752,0.506018
C++,quicksort,100000,14.769409,7.822327,0.019165,113780,0.603657
C++,selectionsort,50000,12.519287,6.651672,0.026733,98272,0.507822
C++,selectionsort,100000,15.119934,8.045166,0.023010,115712,0.614794
C#,bubblesort,50000,13.320374,7.137207,0.012634,69512,0.54037
C#,bubblesort,100000,14.713196,7.737732,0.016968,71484,0.607403
C#,cyclesort,50000,13.440369,7.181091,0.015564,71596,0.544356
C#,cyclesort,100000,15.351746,8.231323,0.015259,71276,0.620254
C#,heapsort,50000,13.675049,7.388489,0.012878,69564,0.548048
C#,heapsort,100000,14.711060,7.819458,0.016663,73472,0.602571
C#,insertionsort,50000,13.794312,7.409485,0.020447,65832,0.554203
C#,insertionsort,100000,15.198364,8.126160,0.017090,73236,0.615993
C#,mergesort,50000,13.566528,7.271423,0.021057,71840,0.545145
C#,mergesort,100000,14.719360,7.919250,0.012024,71436,0.592636
C#,oddevensort,50000,13.549438,7.296326,0.013550,65660,0.54573
C#,oddevensort,100000,15.208557,8.234558,0.006409,71448,0.609881
C#,quicksort,50000,13.936890,7.496216,0.013489,69776,0.560473
C#,quicksort,100000,14.518494,7.742249,0.016846,69544,0.591355
C#,selectionsort,50000,13.269531,7.079895,0.008545,67604,0.540995
C#,selectionsort,100000,15.221741,8.148743,0.021912,77464,0.614212
Go,bubblesort,50000,3.509460,1.677307,0.012512,58072,0.155729
Go,bubblesort,100000,4.053711,1.748169,0.009155,57572,0.1974
Go,cyclesort,50000,3.133606,1.478943,0.011597,57896,0.141792
Go,cyclesort,100000,3.857117,1.542603,0.014404,56164,0.200426
Go,heapsort,50000,3.613281,1.864319,0.010193,55264,0.14827
Go,heapsort,100000,3.170959,1.494934,0.008850,56016,0.1446
Go,insertionsort,50000,3.204041,1.427795,0.010071,58284,0.153413
Go,insertionsort,100000,4.052979,1.776672,0.008972,57556,0.195591
Go,mergesort,50000,3.315857,1.694031,0.009338,54348,0.140456
Go,mergesort,100000,4.249878,1.656677,0.011353,56068,0.22374
Go,oddevensort,50000,3.685425,1.840881,0.011780,55984,0.156549
Go,oddevensort,100000,3.779175,1.657166,0.012146,55784,0.181777
Go,quicksort,50000,3.161194,1.411255,0.009216,53960,0.151189
Go,quicksort,100000,3.319519,1.423889,0.015930,55908,0.162278
Go,selectionsort,50000,3.296143,1.638245,0.013306,54716,0.142678
Go,selectionsort,100000,3.852356,1.795105,0.008789,57988,0.176967
Haskell,bubblesort,50000,610.484131,321.652405,0.227905,1109732,24.7235
Haskell,bubblesort,100000,1197.594055,630.773560,0.406616,1718384,48.4995
Haskell,cyclesort,50000,1189.497314,626.655090,0.350098,1014856,48.1427
Haskell,cyclesort,100000,2419.283936,1273.809692,0.798950,2230728,97.9054
Haskell,heapsort,50000,612.793274,323.383728,0.228882,1005656,24.7585
Haskell,heapsort,100000,1216.235657,640.290405,0.467834,1693572,49.2294
Haskell,insertionsort,50000,598.342468,315.460388,0.238586,1009884,24.1885
Haskell,insertionsort,100000,1232.571350,649.792664,0.458191,2103520,49.8487
Haskell,mergesort,50000,607.608704,320.056091,0.213379,988592,24.604
Haskell,mergesort,100000,1224.167297,644.617737,0.425537,1875416,49.5325
Haskell,oddevensort,50000,576.173950,303.543701,0.211914,1114616,23.3281
Haskell,oddevensort,100000,1130.956543,595.707764,0.409363,1941104,45.7286
Haskell,quicksort,50000,611.297485,322.574097,0.272095,1054772,24.7011
Haskell,quicksort,100000,1209.439758,636.668457,0.414795,1965048,48.984
Haskell,selectionsort,50000,649.023865,341.988342,0.249390,1124712,26.2585
Haskell,selectionsort,100000,1315.440674,694.013184,0.470886,2196880,53.1573
Rust,bubblesort,50000,486.903259,258.953003,0.198181,2170880,19.7034
Rust,bubblesort,100000,948.366516,503.500671,0.353271,4325028,38.4104
Rust,cyclesort,50000,483.305725,257.352173,0.202515,2172288,19.5356
Rust,cyclesort,100000,928.380310,493.496887,0.328369,4318624,37.5279
Rust,heapsort,50000,479.496643,255.254333,0.195862,2170808,19.3905
Rust,heapsort,100000,925.772461,492.032654,0.344482,4310096,37.4682
Rust,insertionsort,50000,469.193481,249.911072,0.196472,2170988,18.9493
Rust,insertionsort,100000,926.016724,491.766724,0.368774,4320612,37.4913
Rust,mergesort,50000,458.632263,243.781921,0.190186,2192548,18.5474
Rust,mergesort,100000,899.655273,477.949463,0.346985,4364920,36.4014
Rust,oddevensort,50000,501.420044,266.490112,0.207397,2166940,20.2924
Rust,oddevensort,100000,996.443542,529.678345,0.380737,4326180,40.3266
Rust,quicksort,50000,473.373779,251.860352,0.182556,2184008,19.1528
Rust,quicksort,100000,943.405945,502.374084,0.364380,4350584,38.1286
Rust,selectionsort,50000,472.576965,251.224365,0.194397,2173188,19.1281
Rust,selectionsort,100000,956.154602,508.667908,0.362549,4312620,38.6563
Swift,bubblesort,50000,1185.476929,634.793945,0.379761,222928,48.1179
Swift,bubblesort,100000,314.521118,160.898193,0.142578,366700,13.203
Swift,cyclesort,50000,1190.303162,638.174316,0.384399,222764,48.2575
Swift,cyclesort,100000,316.305603,161.824646,0.139221,366656,13.2777
Swift,heapsort,50000,1235.181396,661.120056,0.410034,226104,50.1313
Swift,heapsort,100000,355.347107,181.838989,0.135803,370276,14.9246
Swift,insertionsort,50000,1190.871704,638.271851,0.386719,222968,48.2564
Swift,insertionsort,100000,315.179016,161.399292,0.126404,366944,13.215
Swift,mergesort,50000,1243.705994,665.906128,0.413391,224656,50.457
Swift,mergesort,100000,354.223267,181.316101,0.153442,368504,14.8636
Swift,oddevensort,50000,6.260864,3.041321,0.011047,88992,0.278594
Swift,oddevensort,100000,314.037231,160.927063,0.138733,366568,13.1613
Swift,quicksort,50000,1263.904907,677.161255,0.434021,224400,51.2781
Swift,quicksort,100000,354.813416,181.637085,0.148438,368060,14.8875
Swift,selectionsort,50000,1192.003906,638.700378,0.419678,225528,48.3303
Swift,selectionsort,100000,318.597290,163.113159,0.145020,367096,13.3585
C,bubblesort,100000,5.249573,2.583801,0.019653,51940,0.229041
C,cyclesort,100000,5.418762,2.805542,0.014771,52588,0.225126
C,heapsort,100000,5.313965,2.743896,0.014343,51944,0.22322
C,insertionsort,100000,5.097656,2.660400,0.019775,50920,0.211429
C,mergesort,100000,5.491821,2.725464,0.012634,54064,0.238534
C,oddevensort,100000,5.135010,2.692139,0.011230,52548,0.21301
C,quicksort,100000,5.512207,2.878113,0.023315,52040,0.226949
C,selectionsort,100000,4.963013,2.574036,0.012329,51652,0.206398
C++,bubblesort,100000,14.909790,7.871338,0.018372,116104,0.613098
C++,cyclesort,100000,15.581543,8.237793,0.024109,114492,0.638471
C++,heapsort,100000,14.939636,7.932678,0.016174,114604,0.609887
C++,insertionsort,100000,15.186340,8.061462,0.021118,115348,0.618956
C++,mergesort,100000,16.272705,8.656067,0.030334,117540,0.660044
C++,oddevensort,100000,14.812439,7.817200,0.019897,114612,0.609296
C++,quicksort,100000,15.343445,8.147278,0.018188,115528,0.624792
C++,selectionsort,100000,14.900574,7.918762,0.031494,115592,0.604603
C#,bubblesort,100000,15.335999,8.171570,0.012939,73544,0.625028
C#,cyclesort,100000,14.781860,7.793152,0.017700,69628,0.606388
C#,heapsort,100000,15.107605,8.085327,0.023193,75576,0.609551
C#,insertionsort,100000,15.093323,8.087646,0.004395,67536,0.611945
C#,mergesort,100000,15.009155,8.033875,0.028076,71584,0.605826
C#,oddevensort,100000,15.191406,8.071228,0.013794,69572,0.618664
C#,quicksort,100000,15.065735,8.064026,0.015686,71340,0.608772
C#,selectionsort,100000,15.052673,7.979431,0.014099,73584,0.617538
Go,bubblesort,100000,3.683350,1.884949,0.012146,57840,0.152608
Go,cyclesort,100000,3.303528,1.466980,0.009521,58240,0.158065
Go,heapsort,100000,3.393250,1.685547,0.009338,57844,0.145702
Go,insertionsort,100000,3.710449,1.825684,0.014343,57760,0.159616
Go,mergesort,100000,3.144104,1.553528,0.012207,55764,0.135917
Go,oddevensort,100000,3.568054,1.807495,0.011841,57792,0.149636
Go,quicksort,100000,3.416321,1.653687,0.012451,56284,0.151308
Go,selectionsort,100000,3.127686,1.379395,0.009399,55876,0.149987
Haskell,bubblesort,100000,1208.722473,636.875610,0.450867,1689580,48.8896
Haskell,cyclesort,100000,2427.869019,1279.828796,0.829224,2132180,98.1262
Haskell,heapsort,100000,1197.814514,630.550720,0.410339,1759316,48.5205
Haskell,insertionsort,100000,1237.278687,652.742004,0.418396,2112516,49.9825
Haskell,mergesort,100000,1235.369080,650.862854,0.455688,1876924,49.9527
Haskell,oddevensort,100000,1143.568909,602.410645,0.401062,1908672,46.2689
Haskell,quicksort,100000,1201.672546,632.649658,0.403992,1680428,48.657
Haskell,selectionsort,100000,1278.240967,673.681152,0.442627,1781840,51.6786
Rust,bubblesort,100000,941.658081,499.862183,0.366394,4324996,38.1449
Rust,cyclesort,100000,951.823608,506.198792,0.373291,4320676,38.4864
Rust,heapsort,100000,927.647156,493.274353,0.353149,4318732,37.5274
Rust,insertionsort,100000,917.830383,488.115112,0.365540,4314560,37.0938
Rust,mergesort,100000,915.115540,486.516968,0.326721,4367328,37.025
Rust,oddevensort,100000,975.047668,517.645142,0.376099,4342660,39.5031
Rust,quicksort,100000,940.743408,501.274780,0.327148,4341116,37.9858
Rust,selectionsort,100000,925.927856,492.175720,0.339478,4316284,37.4532
Swift,bubblesort,100000,314.929504,160.700134,0.122070,366868,13.2621
Swift,cyclesort,100000,316.081299,161.727661,0.130066,366636,13.2701
Swift,heapsort,100000,349.605042,178.735779,0.142883,370248,14.6883
Swift,insertionsort,100000,314.644165,161.133423,0.143860,366852,13.1933
Swift,mergesort,100000,356.184631,182.925720,0.159485,368616,14.8914
Swift,oddevensort,100000,319.798828,163.426025,0.127808,366500,13.445
Swift,quicksort,100000,352.795776,180.764404,0.166077,368308,14.7867
Swift,selectionsort,100000,315.835571,162.314392,0.127747,366948,13.1989
C,bubblesort,100000,5.035522,2.597534,0.017029,51816,0.210605
C,cyclesort,100000,5.272095,2.778503,0.019714,52588,0.214533
C,heapsort,100000,5.007141,2.592529,0.015442,51708,0.208289
C,insertionsort,100000,4.769470,2.448853,0.014343,51300,0.201273
C,mergesort,100000,5.582336,2.987488,0.010498,53480,0.224334
