Language,Algorithm,Size,Package,Core(s),GPU,Memory(MB),Time(sec)
Haskell,cyclesort,100000,2258.046936,934.455688,0.793640,2462.452,113.494
Haskell,heapsort,100000,1129.958252,468.125732,0.434509,1687.116,56.8053
Haskell,insertionsort,100000,1159.749023,480.503357,0.429443,2084.992,58.2925
Haskell,mergesort,100000,1154.087585,477.624451,0.470703,2067.764,57.9988
Haskell,oddevensort,100000,1076.149048,445.615234,0.433228,1939.76,54.0757
Haskell,quicksort,100000,1130.053833,467.430176,0.464722,1950.472,56.816
Haskell,selectionsort,100000,1227.549011,508.465271,0.465576,2192.388,61.7026
Rust,bubblesort,100000,873.103394,365.874207,0.373413,4327.784,43.8657
Rust,cyclesort,100000,922.489868,386.794922,0.372925,4317.672,46.3481
Rust,heapsort,100000,861.740784,361.138977,0.366211,4315.276,43.286
Rust,insertionsort,100000,885.702759,371.405579,0.365967,4319.508,44.4867
Rust,mergesort,100000,872.585754,366.127808,0.365112,4354.112,43.8313
Rust,oddevensort,100000,893.243286,374.435913,0.362000,4321.048,44.8811
Rust,quicksort,100000,854.038818,358.313049,0.316467,4341.656,42.9044
Rust,selectionsort,100000,879.403870,368.610779,0.358643,4312.892,44.1747
Swift,bubblesort,100000,294.330688,121.856384,0.139282,378.124,14.8543
Swift,cyclesort,100000,288.470093,119.159424,0.122864,377.584,14.578
Swift,heapsort,100000,325.487000,135.069580,0.148071,381.612,16.4027
Swift,insertionsort,100000,294.030640,122.043518,0.128418,378.216,14.8188
Swift,mergesort,100000,320.413025,132.877136,0.135437,379.896,16.1576
Swift,oddevensort,100000,287.886597,119.435913,0.117981,377.82,14.5061
Swift,quicksort,100000,319.351074,132.355896,0.146118,379.856,16.0961
Swift,selectionsort,100000,288.346741,119.456909,0.138306,378.276,14.5362
C,bubblesort,100000,4.888489,2.029175,0.012329,51.94,0.249197
C,cyclesort,100000,5.157776,2.125122,0.014954,52.428,0.264202
C,heapsort,100000,5.130249,2.129333,0.016479,52.072,0.259751
C,insertionsort,100000,4.905457,2.032349,0.020264,51.236,0.247952
C,mergesort,100000,5.364929,2.169739,0.015198,53.328,0.27852
C,oddevensort,100000,5.110107,2.118164,0.016235,52.58,0.258298
C,quicksort,100000,5.361572,2.179688,0.023621,52.0,0.274915
C,selectionsort,100000,5.023193,2.068909,0.016113,51.936,0.255706
C++,bubblesort,100000,14.615723,6.119202,0.023499,116.424,0.738629
C++,cyclesort,100000,14.763306,6.217102,0.021667,114.844,0.745233
C++,heapsort,100000,14.896790,6.212646,0.020630,114.7,0.754068
C++,insertionsort,100000,14.572021,6.146545,0.025696,115.772,0.731773
C++,mergesort,100000,15.652588,6.502991,0.029724,117.488,0.796128
C++,oddevensort,100000,14.735718,6.177124,0.015625,116.084,0.745869
C++,quicksort,100000,14.607178,6.112427,0.017761,115.988,0.739366
C++,selectionsort,100000,14.659302,6.137939,0.028442,116.224,0.739818
C#,bubblesort,100000,14.596191,6.141296,0.023865,71.456,0.735957
C#,cyclesort,100000,14.553162,6.132751,0.012451,73.532,0.734521
C#,heapsort,100000,14.585510,6.133667,0.012268,73.456,0.738662
C#,insertionsort,100000,14.719238,6.212769,0.024231,73.352,0.73948
C#,mergesort,100000,14.695007,6.169312,0.023560,71.572,0.742092
C#,oddevensort,100000,14.390259,6.108582,0.013550,73.496,0.723423
C#,quicksort,100000,14.287476,6.066101,0.010498,73.584,0.717412
C#,selectionsort,100000,14.566284,6.119141,0.025208,69.336,0.735265
Go,bubblesort,100000,3.288147,1.242676,0.008606,58.056,0.175883
Go,cyclesort,100000,3.562317,1.474731,0.009521,55.544,0.178039
Go,heapsort,100000,3.791626,1.445312,0.010681,55.876,0.201682
Go,insertionsort,100000,3.333557,1.281555,0.010010,57.804,0.17571
Go,mergesort,100000,3.300232,1.288147,0.008240,57.52,0.172716
Go,oddevensort,100000,3.715393,1.447388,0.008789,55.464,0.194588
Go,quicksort,100000,3.791565,1.397644,0.012024,57.228,0.206018
Go,selectionsort,100000,3.525330,1.378296,0.010315,55.044,0.185042
Haskell,bubblesort,100000,1125.119690,465.973572,0.416626,2012.212,56.5663
Haskell,cyclesort,100000,2276.164734,941.963196,0.774048,2133.712,114.43
Haskell,heapsort,100000,1146.114502,474.508301,0.422974,1693.452,57.61
Haskell,insertionsort,100000,1157.800659,479.221069,0.441711,2110.616,58.2008
Haskell,mergesort,100000,1159.392090,480.174927,0.467896,2061.364,58.2548
Haskell,oddevensort,100000,1068.815002,442.503418,0.424927,1858.412,53.7184
Haskell,quicksort,100000,1123.879761,465.496338,0.417603,1684.548,56.5008
Haskell,selectionsort,100000,1219.750732,505.099915,0.465027,2196.668,61.2978
Rust,bubblesort,100000,875.014832,366.611633,0.366028,4320.656,43.9515
Rust,cyclesort,100000,896.863708,375.871521,0.390137,4315.84,45.0475
Rust,heapsort,100000,895.550537,375.721558,0.380005,4309.38,44.9958
Rust,insertionsort,100000,859.028870,359.918457,0.364807,4314.96,43.1558
Rust,mergesort,100000,891.807312,373.905457,0.371033,4378.38,44.811
Rust,oddevensort,100000,901.803223,377.855652,0.381592,4307.564,45.303
Rust,quicksort,100000,889.307922,373.096069,0.367004,4335.548,44.6766
Rust,selectionsort,100000,874.228333,366.232483,0.368347,4314.468,43.916
Swift,bubblesort,100000,289.040649,119.843994,0.127625,378.24,14.5663
Swift,cyclesort,100000,294.099548,122.020874,0.133972,378.144,14.818
Swift,heapsort,100000,323.279480,134.143555,0.145264,381.696,16.2879
Swift,insertionsort,100000,290.500671,120.454346,0.144592,378.348,14.6401
Swift,mergesort,100000,321.065674,133.067139,0.151062,379.812,16.1897
Swift,oddevensort,100000,289.971985,120.222168,0.128906,377.732,14.6183
Swift,quicksort,100000,318.150757,131.991394,0.139465,379.78,16.0351
Swift,selectionsort,100000,290.219116,120.213806,0.122070,378.52,14.6485
C,bubblesort,100000,4.707336,1.956177,0.016357,51.944,0.23927
C,cyclesort,100000,5.344727,2.163818,0.029175,52.332,0.273993
C,heapsort,100000,5.157288,2.155640,0.014771,51.804,0.260857
C,insertionsort,100000,4.913635,2.033936,0.015808,51.172,0.249664
C,mergesort,100000,5.464172,2.266113,0.020203,53.024,0.275378
C,oddevensort,100000,5.013428,2.041382,0.011414,52.3,0.25725
C,quicksort,100000,5.200256,2.188293,0.010803,52.16,0.261811
C,selectionsort,100000,4.962585,2.069702,0.011414,51.612,0.250315
C++,bubblesort,100000,14.595215,6.115906,0.021179,115.188,0.737071
C++,cyclesort,100000,15.008911,6.315247,0.022400,115.228,0.756801
C++,heapsort,100000,14.879211,6.234070,0.020569,114.752,0.75327
C++,insertionsort,100000,14.404602,6.107788,0.015930,114.052,0.722456
C++,mergesort,100000,15.776123,6.626953,0.031189,116.476,0.796376
C++,oddevensort,100000,14.894165,6.284546,0.030701,117.248,0.748144
C++,quicksort,100000,14.575562,6.133972,0.032593,118.232,0.731002
