Algorithm,Language,Size,Package,Core(s),GPU,Memory(MB),Time(sec)
selectionsort,Go,100000,3.330973333333333,1.5362956666666667,0.008890666666666667,56.53066666666666,0.153756
selectionsort,Haskell,25000,318.398173,167.05590816666665,0.15094,650.41,12.894483333333334
selectionsort,Haskell,50000,642.5894166666667,338.83570349999997,0.24325566666666668,1146.586,25.976033333333334
selectionsort,Haskell,100000,1298.090922,684.3125,0.461385,2010.272,52.48206666666667
selectionsort,Rust,25000,231.35843916666667,122.6339315,0.09542866666666666,1073.6626666666666,9.371055
selectionsort,Rust,50000,471.84261066666664,251.08722933333334,0.1858928333333333,2173.312,19.071749999999998
selectionsort,Rust,100000,952.7818806666668,506.8731486666666,0.35469599999999996,4315.693333333334,38.5134
selectionsort,Swift,25000,340.2318623333333,181.22292083333332,0.12986250000000002,144.27333333333334,13.847083333333332
selectionsort,Swift,50000,1189.6086524999998,637.2674151666666,0.4026693333333333,221.90466666666666,48.23793333333333
selectionsort,Swift,100000,318.19006333333334,163.22385666666665,0.13820433333333335,367.0213333333333,13.318733333333332
